1.266959,117.357202,43586.000000,1.390167,129.788988,111330.000000,1.303495,160.713550,57497.000000,1.677728,171.267942,757704.000000,1.382010,113.772482,102383.000000,1.385937,125.091501,100830.000000,1.658023,167.505820,632739.000000,1.677728,171.267942,757704.000000
1.290060,88.820304,37953.000000,1.313173,114.669268,50751.000000,1.332885,153.902313,69508.000000,1.684188,168.009823,835782.000000,1.272825,81.789180,37487.000000,1.341457,121.884644,81097.000000,1.661182,164.199015,688802.000000,1.684188,168.009823,835782.000000
1.151226,103.314350,16857.000000,1.227789,122.817170,31543.000000,1.239283,160.732273,36526.000000,1.664638,173.764663,732293.000000,1.195401,100.254348,25013.000000,1.261535,128.230093,47559.000000,1.661515,171.011954,719229.000000,1.664638,173.764663,732293.000000
1.238952,94.643191,33340.000000,1.270105,121.849441,44607.000000,1.285413,159.929285,49678.000000,1.687050,174.854763,808567.000000,1.265596,91.456249,43610.000000,1.291554,123.605816,56192.000000,1.685446,171.653688,821249.000000,1.687050,174.854763,808567.000000
1.337260,96.660273,51147.000000,1.377680,123.221289,64653.000000,1.352194,163.072955,74114.000000,1.705747,174.204143,930546.000000,1.331688,87.793389,42839.000000,1.344417,123.310955,72541.000000,1.719131,170.762130,1041254.000000,1.705747,174.204143,930546.000000
1.326448,97.677537,57126.000000,1.353998,129.348855,66618.000000,1.350021,165.149858,75031.000000,1.710940,176.294886,980687.000000,1.325045,89.655100,50893.000000,1.331622,125.240381,62975.000000,1.709335,172.584673,953306.000000,1.710940,176.294886,980687.000000
1.308003,95.991317,48025.000000,1.343353,124.282659,59807.000000,1.339163,164.767086,73190.000000,1.672642,175.496614,745134.000000,1.297254,87.486781,40170.000000,1.327756,124.659898,68800.000000,1.661135,171.380850,667233.000000,1.672642,175.496614,745134.000000
1.277129,95.523259,42264.000000,1.312369,123.769320,55332.000000,1.325103,164.502592,64631.000000,1.677488,175.324935,751590.000000,1.278713,88.670567,42130.000000,1.321107,124.386684,64916.000000,1.650040,171.453855,606555.000000,1.677488,175.324935,751590.000000
1.331786,93.305530,42860.000000,1.377075,120.314087,56962.000000,1.347001,160.889015,71577.000000,1.679441,172.273815,791134.000000,1.339224,85.903118,42010.000000,1.344818,122.937954,74960.000000,1.654363,168.354454,628473.000000,1.679441,172.273815,791134.000000
1.261506,114.198064,42158.000000,1.332386,129.118711,73422.000000,1.350919,162.065582,80434.000000,1.717357,172.050127,1009324.000000,1.261858,104.658100,38248.000000,1.348241,127.643465,81919.000000,1.723316,168.775447,1052553.000000,1.717357,172.050127,1009324.000000
1.072068,92.653934,13090.000000,1.299831,126.222846,61630.000000,1.347199,166.021156,82104.000000,1.716209,181.805050,1170090.000000,1.236291,83.181395,35453.000000,1.322037,117.750740,68262.000000,1.690109,176.627160,873380.000000,1.716209,181.805050,1170090.000000
1.350122,86.785667,85563.000000,1.392707,115.836982,111460.000000,1.407207,159.298821,121377.000000,1.643121,180.675023,690805.000000,1.329540,67.133221,61912.000000,1.376480,103.379958,92947.000000,1.619712,171.698011,535798.000000,1.643121,180.675023,690805.000000
1.233873,105.333765,20074.000000,1.290754,126.208586,34849.000000,1.300832,159.915697,47021.000000,1.625796,176.815824,535629.000000,1.267974,103.453235,30664.000000,1.315630,131.949721,59051.000000,1.644714,173.370781,632975.000000,1.625796,176.815824,535629.000000
1.266959,117.357202,43586.000000,1.390167,129.788988,111330.000000,1.303495,160.713550,57497.000000,1.677728,171.267942,757704.000000,1.382010,113.772482,102383.000000,1.385937,125.091501,100830.000000,1.658023,167.505820,632739.000000,1.677728,171.267942,757704.000000
1.290060,88.820304,37953.000000,1.313173,114.669268,50751.000000,1.332885,153.902313,69508.000000,1.684188,168.009823,835782.000000,1.272825,81.789180,37487.000000,1.341457,121.884644,81097.000000,1.661182,164.199015,688802.000000,1.684188,168.009823,835782.000000
1.151226,103.314350,16857.000000,1.227789,122.817170,31543.000000,1.239283,160.732273,36526.000000,1.664638,173.764663,732293.000000,1.195401,100.254348,25013.000000,1.261535,128.230093,47559.000000,1.661515,171.011954,719229.000000,1.664638,173.764663,732293.000000
1.238952,94.643191,33340.000000,1.270105,121.849441,44607.000000,1.285413,159.929285,49678.000000,1.687050,174.854763,808567.000000,1.265596,91.456249,43610.000000,1.291554,123.605816,56192.000000,1.685446,171.653688,821249.000000,1.687050,174.854763,808567.000000
1.337260,96.660273,51147.000000,1.377680,123.221289,64653.000000,1.352194,163.072955,74114.000000,1.705747,174.204143,930546.000000,1.331688,87.793389,42839.000000,1.344417,123.310955,72541.000000,1.719131,170.762130,1041254.000000,1.705747,174.204143,930546.000000
