# max_depth,min_samples_split,min_samples_leaf,max_features,score_training,score
2,20,2,auto,0.5883940620782726,0.553763440860215
2,20,2,sqrt,0.5883940620782726,0.553763440860215
2,20,2,log2,0.5883940620782726,0.553763440860215
2,20,5,auto,0.5883940620782726,0.553763440860215
2,20,5,sqrt,0.5883940620782726,0.553763440860215
2,20,5,log2,0.5883940620782726,0.553763440860215
2,20,10,auto,0.5883940620782726,0.553763440860215
2,20,10,sqrt,0.5883940620782726,0.553763440860215
2,20,10,log2,0.5883940620782726,0.553763440860215
2,20,20,auto,0.5883940620782726,0.553763440860215
2,20,20,sqrt,0.5883940620782726,0.553763440860215
2,20,20,log2,0.5883940620782726,0.553763440860215
2,50,1,auto,0.5883940620782726,0.553763440860215
2,50,1,sqrt,0.5883940620782726,0.553763440860215
2,50,1,log2,0.5883940620782726,0.553763440860215
2,50,2,auto,0.5883940620782726,0.553763440860215
2,50,2,sqrt,0.5883940620782726,0.553763440860215
2,50,2,log2,0.5883940620782726,0.553763440860215
2,50,5,auto,0.5883940620782726,0.553763440860215
2,50,5,sqrt,0.5883940620782726,0.553763440860215
2,50,5,log2,0.5883940620782726,0.553763440860215
2,50,10,auto,0.5883940620782726,0.553763440860215
2,50,10,sqrt,0.5883940620782726,0.553763440860215
2,50,10,log2,0.5883940620782726,0.553763440860215
2,50,20,auto,0.5883940620782726,0.553763440860215
2,50,20,sqrt,0.5883940620782726,0.553763440860215
2,50,20,log2,0.5883940620782726,0.553763440860215
5,2,1,auto,0.6612685560053981,0.5806451612903226
5,2,1,sqrt,0.6612685560053981,0.5806451612903226
5,2,1,log2,0.6612685560053981,0.5806451612903226
5,2,2,auto,0.6585695006747638,0.5645161290322581
5,2,2,sqrt,0.6585695006747638,0.5645161290322581
5,2,2,log2,0.6585695006747638,0.5645161290322581
5,2,5,auto,0.6558704453441295,0.5645161290322581
5,2,5,sqrt,0.6558704453441295,0.5645161290322581
5,2,5,log2,0.6558704453441295,0.5645161290322581
5,2,10,auto,0.6531713900134952,0.5752688172043011
5,2,10,sqrt,0.6531713900134952,0.5752688172043011
5,2,10,log2,0.6531713900134952,0.5752688172043011
5,2,20,auto,0.6396761133603239,0.532258064516129
5,2,20,sqrt,0.6396761133603239,0.532258064516129
5,2,20,log2,0.6396761133603239,0.532258064516129
5,5,1,auto,0.6612685560053981,0.5806451612903226
5,5,1,sqrt,0.6612685560053981,0.5806451612903226
5,5,1,log2,0.6612685560053981,0.5806451612903226
5,5,2,auto,0.6585695006747638,0.5645161290322581
5,5,2,sqrt,0.6585695006747638,0.5645161290322581
5,5,2,log2,0.6585695006747638,0.5645161290322581
5,5,5,auto,0.6558704453441295,0.5645161290322581
5,5,5,sqrt,0.6558704453441295,0.5645161290322581
5,5,5,log2,0.6558704453441295,0.5645161290322581
5,5,10,auto,0.6531713900134952,0.5752688172043011
5,5,10,sqrt,0.6531713900134952,0.5752688172043011
5,5,10,log2,0.6531713900134952,0.5752688172043011
5,5,20,auto,0.6396761133603239,0.532258064516129
5,5,20,sqrt,0.6396761133603239,0.532258064516129
5,5,20,log2,0.6396761133603239,0.532258064516129
5,10,1,auto,0.659919028340081,0.6021505376344086
5,10,1,sqrt,0.659919028340081,0.6021505376344086
5,10,1,log2,0.659919028340081,0.6021505376344086
5,10,2,auto,0.6585695006747638,0.5913978494623656
5,10,2,sqrt,0.6585695006747638,0.5913978494623656
5,10,2,log2,0.6585695006747638,0.5913978494623656
5,10,5,auto,0.6558704453441295,0.5645161290322581
5,10,5,sqrt,0.6558704453441295,0.5645161290322581
5,10,5,log2,0.6558704453441295,0.5645161290322581
5,10,10,auto,0.6531713900134952,0.5752688172043011
5,10,10,sqrt,0.6531713900134952,0.5752688172043011
5,10,10,log2,0.6531713900134952,0.5752688172043011
5,10,20,auto,0.6396761133603239,0.532258064516129
5,10,20,sqrt,0.6396761133603239,0.532258064516129
5,10,20,log2,0.6396761133603239,0.532258064516129
5,20,1,auto,0.6491228070175439,0.5967741935483871
5,20,1,sqrt,0.6491228070175439,0.5967741935483871
5,20,1,log2,0.6491228070175439,0.5967741935483871
5,20,2,auto,0.6491228070175439,0.5967741935483871
5,20,2,sqrt,0.6491228070175439,0.5967741935483871
5,20,2,log2,0.6491228070175439,0.5967741935483871
5,20,5,auto,0.6477732793522267,0.5913978494623656
5,20,5,sqrt,0.6477732793522267,0.5913978494623656
5,20,5,log2,0.6477732793522267,0.5913978494623656
5,20,10,auto,0.6531713900134952,0.5752688172043011
5,20,10,sqrt,0.6531713900134952,0.5752688172043011
5,20,10,log2,0.6531713900134952,0.5752688172043011
5,20,20,auto,0.6396761133603239,0.532258064516129
5,20,20,sqrt,0.6396761133603239,0.532258064516129
5,20,20,log2,0.6396761133603239,0.532258064516129
5,50,1,auto,0.631578947368421,0.553763440860215
5,50,1,sqrt,0.631578947368421,0.553763440860215
5,50,1,log2,0.631578947368421,0.553763440860215
5,50,2,auto,0.631578947368421,0.553763440860215
5,50,2,sqrt,0.631578947368421,0.553763440860215
5,50,2,log2,0.631578947368421,0.553763440860215
5,50,5,auto,0.6302294197031039,0.5591397849462365
5,50,5,sqrt,0.6302294197031039,0.5591397849462365
5,50,5,log2,0.6302294197031039,0.5591397849462365
5,50,10,auto,0.6329284750337382,0.5591397849462365
5,50,10,sqrt,0.6329284750337382,0.5591397849462365
5,50,10,log2,0.6329284750337382,0.5591397849462365
5,50,20,auto,0.6329284750337382,0.5860215053763441
5,50,20,sqrt,0.6329284750337382,0.5860215053763441
5,50,20,log2,0.6329284750337382,0.5860215053763441
10,2,1,auto,0.8164642375168691,0.5268817204301075
10,2,1,sqrt,0.8164642375168691,0.5268817204301075
10,2,1,log2,0.8164642375168691,0.5268817204301075
10,2,2,auto,0.8286099865047234,0.5161290322580645
10,2,2,sqrt,0.8286099865047234,0.5161290322580645
10,2,2,log2,0.8286099865047234,0.5161290322580645
10,2,5,auto,0.7813765182186235,0.543010752688172
10,2,5,sqrt,0.7813765182186235,0.543010752688172
10,2,5,log2,0.7813765182186235,0.543010752688172
10,2,10,auto,0.7165991902834008,0.5806451612903226
10,2,10,sqrt,0.7165991902834008,0.5806451612903226
10,2,10,log2,0.7165991902834008,0.5806451612903226
10,2,20,auto,0.6842105263157895,0.5268817204301075
10,2,20,sqrt,0.6842105263157895,0.5268817204301075
10,2,20,log2,0.6842105263157895,0.5268817204301075
10,5,1,auto,0.8326585695006747,0.4946236559139785
10,5,1,sqrt,0.8326585695006747,0.4946236559139785
10,5,1,log2,0.8326585695006747,0.4946236559139785
10,5,2,auto,0.8110661268556005,0.5268817204301075
10,5,2,sqrt,0.8110661268556005,0.5268817204301075
10,5,2,log2,0.8110661268556005,0.5268817204301075
10,5,5,auto,0.7813765182186235,0.543010752688172
10,5,5,sqrt,0.7813765182186235,0.543010752688172
10,5,5,log2,0.7813765182186235,0.543010752688172
10,5,10,auto,0.7165991902834008,0.5806451612903226
10,5,10,sqrt,0.7165991902834008,0.5806451612903226
10,5,10,log2,0.7165991902834008,0.5806451612903226
10,5,20,auto,0.6842105263157895,0.5268817204301075
10,5,20,sqrt,0.6842105263157895,0.5268817204301075
10,5,20,log2,0.6842105263157895,0.5268817204301075
10,10,1,auto,0.7651821862348178,0.532258064516129
10,10,1,sqrt,0.7651821862348178,0.532258064516129
10,10,1,log2,0.7651821862348178,0.532258064516129
10,10,2,auto,0.7638326585695007,0.5376344086021505
10,10,2,sqrt,0.7638326585695007,0.5376344086021505
10,10,2,log2,0.7638326585695007,0.5376344086021505
10,10,5,auto,0.7813765182186235,0.543010752688172
10,10,5,sqrt,0.7813765182186235,0.543010752688172
10,10,5,log2,0.7813765182186235,0.543010752688172
10,10,10,auto,0.7165991902834008,0.5806451612903226
10,10,10,sqrt,0.7165991902834008,0.5806451612903226
10,10,10,log2,0.7165991902834008,0.5806451612903226
10,10,20,auto,0.6842105263157895,0.5268817204301075
10,10,20,sqrt,0.6842105263157895,0.5268817204301075
10,10,20,log2,0.6842105263157895,0.5268817204301075
10,20,1,auto,0.7354925775978407,0.543010752688172
10,20,1,sqrt,0.7354925775978407,0.543010752688172
10,20,1,log2,0.7354925775978407,0.543010752688172
10,20,2,auto,0.7341430499325237,0.5483870967741935
10,20,2,sqrt,0.7341430499325237,0.5483870967741935
10,20,2,log2,0.7341430499325237,0.5483870967741935
10,20,5,auto,0.7368421052631579,0.5591397849462365
10,20,5,sqrt,0.7368421052631579,0.5591397849462365
10,20,5,log2,0.7368421052631579,0.5591397849462365
10,20,10,auto,0.7165991902834008,0.5806451612903226
10,20,10,sqrt,0.7165991902834008,0.5806451612903226
10,20,10,log2,0.7165991902834008,0.5806451612903226
10,20,20,auto,0.6842105263157895,0.5268817204301075
10,20,20,sqrt,0.6842105263157895,0.5268817204301075
10,20,20,log2,0.6842105263157895,0.5268817204301075
10,50,1,auto,0.6747638326585695,0.543010752688172
10,50,1,sqrt,0.6747638326585695,0.543010752688172
10,50,1,log2,0.6747638326585695,0.543010752688172
10,50,2,auto,0.6734143049932524,0.543010752688172
10,50,2,sqrt,0.6734143049932524,0.543010752688172
10,50,2,log2,0.6734143049932524,0.543010752688172
10,50,5,auto,0.680161943319838,0.510752688172043
10,50,5,sqrt,0.680161943319838,0.510752688172043
10,50,5,log2,0.680161943319838,0.510752688172043
10,50,10,auto,0.6734143049932524,0.5053763440860215
10,50,10,sqrt,0.6734143049932524,0.5053763440860215
10,50,10,log2,0.6734143049932524,0.5053763440860215
10,50,20,auto,0.6531713900134952,0.543010752688172
10,50,20,sqrt,0.6531713900134952,0.543010752688172
10,50,20,log2,0.6531713900134952,0.543010752688172
20,2,1,auto,0.99055330634278,0.521505376344086
20,2,1,sqrt,0.99055330634278,0.521505376344086
20,2,1,log2,0.99055330634278,0.521505376344086
20,2,2,auto,0.9136302294197031,0.521505376344086
20,2,2,sqrt,0.9136302294197031,0.521505376344086
20,2,2,log2,0.9136302294197031,0.521505376344086
20,2,5,auto,0.8083670715249662,0.532258064516129
20,2,5,sqrt,0.8083670715249662,0.532258064516129
20,2,5,log2,0.8083670715249662,0.532258064516129
20,2,10,auto,0.7462887989203779,0.532258064516129
20,2,10,sqrt,0.7462887989203779,0.532258064516129
20,2,10,log2,0.7462887989203779,0.532258064516129
20,2,20,auto,0.6909581646423751,0.5268817204301075
20,2,20,sqrt,0.6909581646423751,0.5268817204301075
20,2,20,log2,0.6909581646423751,0.5268817204301075
20,5,1,auto,0.9379217273954116,0.553763440860215
20,5,1,sqrt,0.9379217273954116,0.553763440860215
20,5,1,log2,0.9379217273954116,0.553763440860215
20,5,2,auto,0.8987854251012146,0.543010752688172
20,5,2,sqrt,0.8987854251012146,0.543010752688172
20,5,2,log2,0.8987854251012146,0.543010752688172
20,5,5,auto,0.8083670715249662,0.532258064516129
20,5,5,sqrt,0.8083670715249662,0.532258064516129
20,5,5,log2,0.8083670715249662,0.532258064516129
20,5,10,auto,0.7462887989203779,0.532258064516129
20,5,10,sqrt,0.7462887989203779,0.532258064516129
20,5,10,log2,0.7462887989203779,0.532258064516129
20,5,20,auto,0.6909581646423751,0.5268817204301075
20,5,20,sqrt,0.6909581646423751,0.5268817204301075
20,5,20,log2,0.6909581646423751,0.5268817204301075
20,10,1,auto,0.8677462887989204,0.5053763440860215
20,10,1,sqrt,0.8677462887989204,0.5053763440860215
20,10,1,log2,0.8677462887989204,0.5053763440860215
20,10,2,auto,0.8582995951417004,0.553763440860215
20,10,2,sqrt,0.8582995951417004,0.553763440860215
20,10,2,log2,0.8582995951417004,0.553763440860215
20,10,5,auto,0.8083670715249662,0.532258064516129
20,10,5,sqrt,0.8083670715249662,0.532258064516129
20,10,5,log2,0.8083670715249662,0.532258064516129
20,10,10,auto,0.7462887989203779,0.532258064516129
20,10,10,sqrt,0.7462887989203779,0.532258064516129
20,10,10,log2,0.7462887989203779,0.532258064516129
20,10,20,auto,0.6909581646423751,0.5268817204301075
20,10,20,sqrt,0.6909581646423751,0.5268817204301075
20,10,20,log2,0.6909581646423751,0.5268817204301075
20,20,1,auto,0.7813765182186235,0.5483870967741935
20,20,1,sqrt,0.7813765182186235,0.5483870967741935
20,20,1,log2,0.7813765182186235,0.5483870967741935
20,20,2,auto,0.7813765182186235,0.5483870967741935
20,20,2,sqrt,0.7813765182186235,0.5483870967741935
20,20,2,log2,0.7813765182186235,0.5483870967741935
20,20,5,auto,0.7624831309041835,0.5698924731182796
20,20,5,sqrt,0.7624831309041835,0.5698924731182796
20,20,5,log2,0.7624831309041835,0.5698924731182796
20,20,10,auto,0.7462887989203779,0.532258064516129
20,20,10,sqrt,0.7462887989203779,0.532258064516129
20,20,10,log2,0.7462887989203779,0.532258064516129
20,20,20,auto,0.6909581646423751,0.5268817204301075
20,20,20,sqrt,0.6909581646423751,0.5268817204301075
20,20,20,log2,0.6909581646423751,0.5268817204301075
20,50,1,auto,0.7112010796221323,0.5376344086021505
20,50,1,sqrt,0.7112010796221323,0.5376344086021505
20,50,1,log2,0.7112010796221323,0.5376344086021505
20,50,2,auto,0.7112010796221323,0.5376344086021505
20,50,2,sqrt,0.7112010796221323,0.5376344086021505
20,50,2,log2,0.7112010796221323,0.5376344086021505
20,50,5,auto,0.6869095816464238,0.5376344086021505
20,50,5,sqrt,0.6869095816464238,0.5376344086021505
20,50,5,log2,0.6869095816464238,0.5376344086021505
20,50,10,auto,0.6774628879892037,0.5376344086021505
20,50,10,sqrt,0.6774628879892037,0.5376344086021505
20,50,10,log2,0.6774628879892037,0.5376344086021505
20,50,20,auto,0.6720647773279352,0.5376344086021505
20,50,20,sqrt,0.6720647773279352,0.5376344086021505
20,50,20,log2,0.6720647773279352,0.5376344086021505
50,2,1,auto,1.0,0.5698924731182796
50,2,1,sqrt,1.0,0.5698924731182796
50,2,1,log2,1.0,0.5698924731182796
50,2,2,auto,0.9136302294197031,0.521505376344086
50,2,2,sqrt,0.9136302294197031,0.521505376344086
50,2,2,log2,0.9136302294197031,0.521505376344086
50,2,5,auto,0.8083670715249662,0.532258064516129
50,2,5,sqrt,0.8083670715249662,0.532258064516129
50,2,5,log2,0.8083670715249662,0.532258064516129
50,2,10,auto,0.7462887989203779,0.532258064516129
50,2,10,sqrt,0.7462887989203779,0.532258064516129
50,2,10,log2,0.7462887989203779,0.532258064516129
50,2,20,auto,0.6909581646423751,0.5268817204301075
50,2,20,sqrt,0.6909581646423751,0.5268817204301075
50,2,20,log2,0.6909581646423751,0.5268817204301075
50,5,1,auto,0.9379217273954116,0.553763440860215
50,5,1,sqrt,0.9379217273954116,0.553763440860215
50,5,1,log2,0.9379217273954116,0.553763440860215
50,5,2,auto,0.8987854251012146,0.543010752688172
50,5,2,sqrt,0.8987854251012146,0.543010752688172
50,5,2,log2,0.8987854251012146,0.543010752688172
50,5,5,auto,0.8083670715249662,0.532258064516129
50,5,5,sqrt,0.8083670715249662,0.532258064516129
50,5,5,log2,0.8083670715249662,0.532258064516129
50,5,10,auto,0.7462887989203779,0.532258064516129
50,5,10,sqrt,0.7462887989203779,0.532258064516129
50,5,10,log2,0.7462887989203779,0.532258064516129
50,5,20,auto,0.6909581646423751,0.5268817204301075
50,5,20,sqrt,0.6909581646423751,0.5268817204301075
50,5,20,log2,0.6909581646423751,0.5268817204301075
50,10,1,auto,0.8502024291497976,0.5483870967741935
50,10,1,sqrt,0.8502024291497976,0.5483870967741935
50,10,1,log2,0.8502024291497976,0.5483870967741935
50,10,2,auto,0.8502024291497976,0.4946236559139785
50,10,2,sqrt,0.8502024291497976,0.4946236559139785
50,10,2,log2,0.8502024291497976,0.4946236559139785
50,10,5,auto,0.8083670715249662,0.532258064516129
50,10,5,sqrt,0.8083670715249662,0.532258064516129
50,10,5,log2,0.8083670715249662,0.532258064516129
50,10,10,auto,0.7462887989203779,0.532258064516129
50,10,10,sqrt,0.7462887989203779,0.532258064516129
50,10,10,log2,0.7462887989203779,0.532258064516129
50,10,20,auto,0.6909581646423751,0.5268817204301075
50,10,20,sqrt,0.6909581646423751,0.5268817204301075
50,10,20,log2,0.6909581646423751,0.5268817204301075
50,20,1,auto,0.7813765182186235,0.5483870967741935
50,20,1,sqrt,0.7813765182186235,0.5483870967741935
50,20,1,log2,0.7813765182186235,0.5483870967741935
50,20,2,auto,0.7813765182186235,0.5483870967741935
50,20,2,sqrt,0.7813765182186235,0.5483870967741935
50,20,2,log2,0.7813765182186235,0.5483870967741935
50,20,5,auto,0.7624831309041835,0.5698924731182796
50,20,5,sqrt,0.7624831309041835,0.5698924731182796
50,20,5,log2,0.7624831309041835,0.5698924731182796
50,20,10,auto,0.7462887989203779,0.532258064516129
50,20,10,sqrt,0.7462887989203779,0.532258064516129
50,20,10,log2,0.7462887989203779,0.532258064516129
50,20,20,auto,0.6909581646423751,0.5268817204301075
50,20,20,sqrt,0.6909581646423751,0.5268817204301075
50,20,20,log2,0.6909581646423751,0.5268817204301075
50,50,1,auto,0.7112010796221323,0.5376344086021505
50,50,1,sqrt,0.7112010796221323,0.5376344086021505
50,50,1,log2,0.7112010796221323,0.5376344086021505
50,50,2,auto,0.7112010796221323,0.5376344086021505
50,50,2,sqrt,0.7112010796221323,0.5376344086021505
50,50,2,log2,0.7112010796221323,0.5376344086021505
50,50,5,auto,0.6869095816464238,0.5376344086021505
50,50,5,sqrt,0.6869095816464238,0.5376344086021505
50,50,5,log2,0.6869095816464238,0.5376344086021505
50,50,10,auto,0.6774628879892037,0.5376344086021505
50,50,10,sqrt,0.6774628879892037,0.5376344086021505
50,50,10,log2,0.6774628879892037,0.5376344086021505
50,50,20,auto,0.6720647773279352,0.5376344086021505
50,50,20,sqrt,0.6720647773279352,0.5376344086021505
50,50,20,log2,0.6720647773279352,0.5376344086021505
100,2,1,auto,1.0,0.5698924731182796
100,2,1,sqrt,1.0,0.5698924731182796
100,2,1,log2,1.0,0.5698924731182796
100,2,2,auto,0.9136302294197031,0.521505376344086
100,2,2,sqrt,0.9136302294197031,0.521505376344086
100,2,2,log2,0.9136302294197031,0.521505376344086
100,2,5,auto,0.8083670715249662,0.532258064516129
100,2,5,sqrt,0.8083670715249662,0.532258064516129
100,2,5,log2,0.8083670715249662,0.532258064516129
100,2,10,auto,0.7462887989203779,0.532258064516129
100,2,10,sqrt,0.7462887989203779,0.532258064516129
100,2,10,log2,0.7462887989203779,0.532258064516129
100,2,20,auto,0.6909581646423751,0.5268817204301075
100,2,20,sqrt,0.6909581646423751,0.5268817204301075
100,2,20,log2,0.6909581646423751,0.5268817204301075
100,5,1,auto,0.9379217273954116,0.553763440860215
100,5,1,sqrt,0.9379217273954116,0.553763440860215
100,5,1,log2,0.9379217273954116,0.553763440860215
100,5,2,auto,0.8987854251012146,0.543010752688172
100,5,2,sqrt,0.8987854251012146,0.543010752688172
100,5,2,log2,0.8987854251012146,0.543010752688172
100,5,5,auto,0.8083670715249662,0.532258064516129
100,5,5,sqrt,0.8083670715249662,0.532258064516129
100,5,5,log2,0.8083670715249662,0.532258064516129
100,5,10,auto,0.7462887989203779,0.532258064516129
100,5,10,sqrt,0.7462887989203779,0.532258064516129
100,5,10,log2,0.7462887989203779,0.532258064516129
100,5,20,auto,0.6909581646423751,0.5268817204301075
100,5,20,sqrt,0.6909581646423751,0.5268817204301075
100,5,20,log2,0.6909581646423751,0.5268817204301075
100,10,1,auto,0.8502024291497976,0.5483870967741935
100,10,1,sqrt,0.8502024291497976,0.5483870967741935
100,10,1,log2,0.8502024291497976,0.5483870967741935
100,10,2,auto,0.8502024291497976,0.4946236559139785
100,10,2,sqrt,0.8502024291497976,0.4946236559139785
100,10,2,log2,0.8502024291497976,0.4946236559139785
100,10,5,auto,0.8083670715249662,0.532258064516129
100,10,5,sqrt,0.8083670715249662,0.532258064516129
100,10,5,log2,0.8083670715249662,0.532258064516129
100,10,10,auto,0.7462887989203779,0.532258064516129
100,10,10,sqrt,0.7462887989203779,0.532258064516129
100,10,10,log2,0.7462887989203779,0.532258064516129
100,10,20,auto,0.6909581646423751,0.5268817204301075
100,10,20,sqrt,0.6909581646423751,0.5268817204301075
100,10,20,log2,0.6909581646423751,0.5268817204301075
100,20,1,auto,0.7813765182186235,0.5483870967741935
100,20,1,sqrt,0.7813765182186235,0.5483870967741935
100,20,1,log2,0.7813765182186235,0.5483870967741935
100,20,2,auto,0.7813765182186235,0.5483870967741935
100,20,2,sqrt,0.7813765182186235,0.5483870967741935
100,20,2,log2,0.7813765182186235,0.5483870967741935
100,20,5,auto,0.7624831309041835,0.5698924731182796
100,20,5,sqrt,0.7624831309041835,0.5698924731182796
100,20,5,log2,0.7624831309041835,0.5698924731182796
100,20,10,auto,0.7462887989203779,0.532258064516129
100,20,10,sqrt,0.7462887989203779,0.532258064516129
100,20,10,log2,0.7462887989203779,0.532258064516129
100,20,20,auto,0.6909581646423751,0.5268817204301075
100,20,20,sqrt,0.6909581646423751,0.5268817204301075
100,20,20,log2,0.6909581646423751,0.5268817204301075
100,50,1,auto,0.7112010796221323,0.5376344086021505
100,50,1,sqrt,0.7112010796221323,0.5376344086021505
100,50,1,log2,0.7112010796221323,0.5376344086021505
100,50,2,auto,0.7112010796221323,0.5376344086021505
100,50,2,sqrt,0.7112010796221323,0.5376344086021505
100,50,2,log2,0.7112010796221323,0.5376344086021505
100,50,5,auto,0.6869095816464238,0.5376344086021505
100,50,5,sqrt,0.6869095816464238,0.5376344086021505
100,50,5,log2,0.6869095816464238,0.5376344086021505
100,50,10,auto,0.6774628879892037,0.5376344086021505
100,50,10,sqrt,0.6774628879892037,0.5376344086021505
100,50,10,log2,0.6774628879892037,0.5376344086021505
100,50,20,auto,0.6720647773279352,0.5376344086021505
100,50,20,sqrt,0.6720647773279352,0.5376344086021505
100,50,20,log2,0.6720647773279352,0.5376344086021505
