# Contrast1,Contrast2,Contrast3,Contrast4,homogeneity1,homogeneity2,homogeneity3,homogeneity4,energy1,energy2,energy3,energy4,correlation1,correlation2,correlation3,correlation4,entropy1,entropy2,entropy3,entropy4
9.081479,17.518122,6.072233,11.166152,0.753301,0.682271,0.752914,0.684625,0.170488,0.152661,0.171642,0.153028,0.984318,0.969728,0.989506,0.980704,0.000000,0.000000,0.000000,0.000000
8.051603,16.332023,5.251225,8.746903,0.751895,0.678981,0.756885,0.679732,0.167379,0.148395,0.170321,0.148542,0.966423,0.931851,0.978089,0.963502,0.000000,0.000000,0.000000,0.000000
21.912943,36.963785,19.110479,41.426113,0.748784,0.677701,0.749364,0.678129,0.208115,0.184260,0.208615,0.184706,0.911017,0.849619,0.922265,0.831465,0.000000,0.000000,0.000000,0.000000
30.684817,65.337946,25.907014,39.970513,0.542769,0.477019,0.535746,0.477664,0.083023,0.074956,0.082238,0.074979,0.936859,0.865562,0.946683,0.917758,0.000000,0.000000,0.000000,0.000000
11.910880,21.672112,7.521626,15.351428,0.709025,0.629836,0.711753,0.629748,0.156684,0.137297,0.158602,0.137188,0.969473,0.944274,0.980672,0.960527,0.000000,0.000000,0.000000,0.000000
12.939672,24.731215,8.893178,16.831052,0.731875,0.652163,0.731557,0.653271,0.143433,0.125012,0.144352,0.125229,0.958842,0.921079,0.971622,0.946290,0.000000,0.000000,0.000000,0.000000
16.875104,32.491142,12.130347,22.788228,0.722318,0.644037,0.726192,0.644835,0.148245,0.128935,0.149248,0.129021,0.928829,0.861664,0.948558,0.902976,0.000000,0.000000,0.000000,0.000000
27.156527,49.410254,17.864268,37.157645,0.704475,0.629458,0.711174,0.632089,0.160186,0.140582,0.161832,0.141085,0.957602,0.922342,0.972121,0.941599,0.000000,0.000000,0.000000,0.811278
8.252332,14.144411,5.666982,11.938156,0.705886,0.620979,0.713076,0.623505,0.152149,0.131760,0.154872,0.132311,0.977583,0.961529,0.984614,0.967530,0.000000,0.000000,0.000000,0.000000
14.809896,22.575292,8.948965,22.397447,0.731609,0.658566,0.738314,0.658499,0.158892,0.139202,0.160764,0.139177,0.904869,0.855009,0.942511,0.856151,0.000000,0.000000,0.000000,0.000000
9.885134,11.511332,8.623246,23.376929,0.746755,0.672912,0.744959,0.669554,0.159718,0.140895,0.160597,0.140630,0.960291,0.953714,0.965337,0.906003,0.000000,0.000000,0.000000,0.000000
12.677809,20.336581,9.070819,20.970278,0.733694,0.662110,0.739598,0.660828,0.193021,0.170735,0.195682,0.170438,0.935137,0.894412,0.953004,0.891122,0.000000,0.000000,0.000000,0.000000
27.477939,43.979952,11.897864,32.029345,0.720460,0.655680,0.734866,0.655967,0.188662,0.167793,0.192128,0.167400,0.920727,0.872552,0.965676,0.907184,0.000000,0.000000,0.000000,0.000000
13.598230,23.183849,6.858848,15.498090,0.729976,0.657513,0.739596,0.656135,0.175962,0.155599,0.179350,0.155008,0.932780,0.884879,0.965950,0.923043,0.000000,0.000000,0.000000,0.000000
30.729405,56.766343,19.320980,35.560120,0.509034,0.440574,0.497786,0.439985,0.085456,0.076848,0.084065,0.076693,0.919836,0.851561,0.949698,0.907013,0.000000,0.000000,0.000000,0.000000
10.606340,19.672268,6.228567,12.045623,0.744167,0.671754,0.754993,0.673077,0.198555,0.175852,0.202289,0.176329,0.967996,0.940507,0.981217,0.963572,0.000000,0.000000,0.000000,0.000000
20.696781,33.129836,10.954240,27.692051,0.710146,0.638198,0.719559,0.636975,0.176413,0.155051,0.179240,0.154474,0.922779,0.875812,0.959026,0.896196,0.000000,0.000000,0.000000,0.000000
19.000446,29.935399,12.249134,29.615010,0.698260,0.619515,0.701978,0.619693,0.159398,0.138572,0.160566,0.138641,0.918252,0.869728,0.946694,0.871122,0.000000,0.000000,0.000000,0.000000
19.220890,29.393976,11.032499,28.233453,0.696918,0.615455,0.701025,0.616779,0.163415,0.142397,0.165567,0.142646,0.963167,0.943304,0.978802,0.945542,0.811278,0.811278,0.811278,0.000000
31.240140,69.945155,22.790979,32.875358,0.684122,0.608586,0.691848,0.610525,0.158547,0.138890,0.161228,0.138523,0.918881,0.817755,0.940791,0.914342,0.000000,0.000000,0.000000,0.000000
24.216141,53.913656,18.384882,26.676181,0.700994,0.617578,0.695067,0.622261,0.163043,0.139782,0.160641,0.140272,0.936475,0.858548,0.951794,0.930010,0.000000,0.000000,0.000000,0.000000
16.595477,33.385615,8.951091,14.549646,0.770594,0.701950,0.775148,0.706617,0.235997,0.210653,0.237489,0.211446,0.934566,0.868352,0.964866,0.942627,0.000000,0.000000,0.000000,0.000000
11.495622,16.749331,5.069054,14.472160,0.775040,0.704952,0.783855,0.706725,0.208239,0.184974,0.211658,0.185460,0.882376,0.828486,0.948231,0.851809,0.000000,0.000000,0.000000,0.000000
23.751246,41.563308,16.995843,34.972555,0.917065,0.881486,0.923120,0.881656,0.224461,0.214416,0.225720,0.214436,0.913668,0.848759,0.938528,0.872741,2.000000,0.811278,0.811278,0.000000
22.717151,37.954616,17.961827,39.628865,0.919157,0.888240,0.919200,0.888163,0.263485,0.253174,0.263053,0.253171,0.929885,0.882864,0.944607,0.877697,2.000000,1.500000,1.500000,0.000000
