# n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap,score_training,score
10,10,2,20,auto,False,0.8245614035087719,0.5860215053763441
10,10,5,1,auto,True,0.9365721997300944,0.553763440860215
10,10,5,1,auto,False,0.9730094466936572,0.5268817204301075
10,10,5,2,auto,True,0.9122807017543859,0.5591397849462365
10,10,5,2,auto,False,0.9595141700404858,0.553763440860215
10,10,5,5,auto,True,0.8717948717948718,0.5376344086021505
10,10,5,5,auto,False,0.921727395411606,0.5806451612903226
10,10,5,10,auto,True,0.8083670715249662,0.6075268817204301
10,10,5,10,auto,False,0.8785425101214575,0.6075268817204301
10,10,5,20,auto,True,0.7314439946018894,0.543010752688172
10,10,5,20,auto,False,0.8245614035087719,0.5860215053763441
10,10,10,1,auto,True,0.9122807017543859,0.5752688172043011
10,10,10,1,auto,False,0.9473684210526315,0.521505376344086
10,10,10,2,auto,True,0.8893387314439946,0.5860215053763441
10,10,10,2,auto,False,0.9446693657219973,0.532258064516129
10,10,10,5,auto,True,0.8717948717948718,0.5376344086021505
10,10,10,5,auto,False,0.921727395411606,0.5806451612903226
10,10,10,10,auto,True,0.8083670715249662,0.6075268817204301
10,10,10,10,auto,False,0.8785425101214575,0.6075268817204301
10,10,10,20,auto,True,0.7314439946018894,0.543010752688172
10,10,10,20,auto,False,0.8245614035087719,0.5860215053763441
10,10,20,1,auto,True,0.8502024291497976,0.6129032258064516
10,10,20,1,auto,False,0.9190283400809717,0.5483870967741935
10,10,20,2,auto,True,0.8380566801619433,0.5698924731182796
10,10,20,2,auto,False,0.9190283400809717,0.5752688172043011
10,10,20,5,auto,True,0.8272604588394062,0.5860215053763441
10,10,20,5,auto,False,0.9001349527665317,0.5376344086021505
10,10,20,10,auto,True,0.8083670715249662,0.6075268817204301
10,10,20,10,auto,False,0.8785425101214575,0.6075268817204301
10,10,20,20,auto,True,0.7314439946018894,0.543010752688172
10,10,20,20,auto,False,0.8245614035087719,0.5860215053763441
10,10,50,1,auto,True,0.766531713900135,0.5698924731182796
10,10,50,1,auto,False,0.8340080971659919,0.5913978494623656
10,10,50,2,auto,True,0.7624831309041835,0.553763440860215
10,10,50,2,auto,False,0.8488529014844804,0.5860215053763441
10,10,50,5,auto,True,0.7611336032388664,0.5698924731182796
10,10,50,5,auto,False,0.8232118758434548,0.543010752688172
10,10,50,10,auto,True,0.7489878542510121,0.5752688172043011
10,10,50,10,auto,False,0.8137651821862348,0.5591397849462365
10,10,50,20,auto,True,0.7354925775978407,0.510752688172043
10,10,50,20,auto,False,0.8043184885290149,0.5645161290322581
10,20,2,1,auto,True,0.9865047233468286,0.5591397849462365
10,20,2,1,auto,False,1.0,0.553763440860215
10,20,2,2,auto,True,0.9635627530364372,0.543010752688172
10,20,2,2,auto,False,1.0,0.5860215053763441
10,20,2,5,auto,True,0.8798920377867746,0.5376344086021505
10,20,2,5,auto,False,0.9824561403508771,0.5967741935483871
10,20,2,10,auto,True,0.8178137651821862,0.6075268817204301
10,20,2,10,auto,False,0.9068825910931174,0.6021505376344086
10,20,2,20,auto,True,0.7314439946018894,0.543010752688172
10,20,2,20,auto,False,0.8191632928475033,0.6075268817204301
10,20,5,1,auto,True,0.9689608636977058,0.6021505376344086
10,20,5,1,auto,False,1.0,0.5698924731182796
10,20,5,2,auto,True,0.9541160593792173,0.5967741935483871
10,20,5,2,auto,False,1.0,0.5698924731182796
10,20,5,5,auto,True,0.8798920377867746,0.5376344086021505
10,20,5,5,auto,False,0.9824561403508771,0.5967741935483871
10,20,5,10,auto,True,0.8178137651821862,0.6075268817204301
10,20,5,10,auto,False,0.9068825910931174,0.6021505376344086
10,20,5,20,auto,True,0.7314439946018894,0.543010752688172
10,20,5,20,auto,False,0.8191632928475033,0.6075268817204301
10,20,10,1,auto,True,0.9284750337381916,0.6021505376344086
10,20,10,1,auto,False,0.9973009446693657,0.5698924731182796
10,20,10,2,auto,True,0.9068825910931174,0.6075268817204301
10,20,10,2,auto,False,0.9959514170040485,0.5483870967741935
10,20,10,5,auto,True,0.8798920377867746,0.5376344086021505
10,20,10,5,auto,False,0.9824561403508771,0.5967741935483871
10,20,10,10,auto,True,0.8178137651821862,0.6075268817204301
10,20,10,10,auto,False,0.9068825910931174,0.6021505376344086
10,20,10,20,auto,True,0.7314439946018894,0.543010752688172
10,20,10,20,auto,False,0.8191632928475033,0.6075268817204301
10,20,20,1,auto,True,0.863697705802969,0.5806451612903226
10,20,20,1,auto,False,0.9622132253711201,0.5860215053763441
10,20,20,2,auto,True,0.8582995951417004,0.5591397849462365
10,20,20,2,auto,False,0.9568151147098516,0.5860215053763441
10,20,20,5,auto,True,0.8286099865047234,0.5752688172043011
10,20,20,5,auto,False,0.9433198380566802,0.5591397849462365
10,20,20,10,auto,True,0.8178137651821862,0.6075268817204301
10,20,20,10,auto,False,0.9068825910931174,0.6021505376344086
10,20,20,20,auto,True,0.7314439946018894,0.543010752688172
10,20,20,20,auto,False,0.8191632928475033,0.6075268817204301
10,20,50,1,auto,True,0.7597840755735492,0.5752688172043011
10,20,50,1,auto,False,0.8758434547908233,0.5645161290322581
10,20,50,2,auto,True,0.7638326585695007,0.5591397849462365
10,20,50,2,auto,False,0.865047233468286,0.5913978494623656
10,20,50,5,auto,True,0.7624831309041835,0.5645161290322581
10,20,50,5,auto,False,0.8529014844804319,0.5645161290322581
10,20,50,10,auto,True,0.7435897435897436,0.5752688172043011
10,20,50,10,auto,False,0.8286099865047234,0.5591397849462365
10,20,50,20,auto,True,0.7354925775978407,0.510752688172043
10,20,50,20,auto,False,0.7975708502024291,0.5645161290322581
10,50,2,1,auto,True,0.9865047233468286,0.5591397849462365
10,50,2,1,auto,False,1.0,0.532258064516129
10,50,2,2,auto,True,0.9608636977058029,0.5591397849462365
10,50,2,2,auto,False,1.0,0.6021505376344086
10,50,2,5,auto,True,0.8798920377867746,0.5376344086021505
10,50,2,5,auto,False,0.9824561403508771,0.5967741935483871
10,50,2,10,auto,True,0.8178137651821862,0.6075268817204301
10,50,2,10,auto,False,0.9068825910931174,0.6021505376344086
10,50,2,20,auto,True,0.7314439946018894,0.543010752688172
10,50,2,20,auto,False,0.8191632928475033,0.6075268817204301
10,50,5,1,auto,True,0.9689608636977058,0.6021505376344086
10,50,5,1,auto,False,1.0,0.6021505376344086
10,50,5,2,auto,True,0.9500674763832658,0.6021505376344086
10,50,5,2,auto,False,1.0,0.5645161290322581
10,50,5,5,auto,True,0.8798920377867746,0.5376344086021505
10,50,5,5,auto,False,0.9824561403508771,0.5967741935483871
10,50,5,10,auto,True,0.8178137651821862,0.6075268817204301
10,50,5,10,auto,False,0.9068825910931174,0.6021505376344086
10,50,5,20,auto,True,0.7314439946018894,0.543010752688172
10,50,5,20,auto,False,0.8191632928475033,0.6075268817204301
10,50,10,1,auto,True,0.9284750337381916,0.6021505376344086
10,50,10,1,auto,False,0.9959514170040485,0.5698924731182796
10,50,10,2,auto,True,0.9082321187584346,0.5806451612903226
10,50,10,2,auto,False,0.9973009446693657,0.553763440860215
10,50,10,5,auto,True,0.8798920377867746,0.5376344086021505
10,50,10,5,auto,False,0.9824561403508771,0.5967741935483871
10,50,10,10,auto,True,0.8178137651821862,0.6075268817204301
10,50,10,10,auto,False,0.9068825910931174,0.6021505376344086
10,50,10,20,auto,True,0.7314439946018894,0.543010752688172
10,50,10,20,auto,False,0.8191632928475033,0.6075268817204301
10,50,20,1,auto,True,0.863697705802969,0.5806451612903226
10,50,20,1,auto,False,0.9608636977058029,0.5860215053763441
10,50,20,2,auto,True,0.8582995951417004,0.5591397849462365
10,50,20,2,auto,False,0.9568151147098516,0.5860215053763441
10,50,20,5,auto,True,0.8286099865047234,0.5752688172043011
10,50,20,5,auto,False,0.9433198380566802,0.5591397849462365
10,50,20,10,auto,True,0.8178137651821862,0.6075268817204301
10,50,20,10,auto,False,0.9068825910931174,0.6021505376344086
10,50,20,20,auto,True,0.7314439946018894,0.543010752688172
10,50,20,20,auto,False,0.8191632928475033,0.6075268817204301
10,50,50,1,auto,True,0.7597840755735492,0.5752688172043011
10,50,50,1,auto,False,0.8758434547908233,0.5645161290322581
10,50,50,2,auto,True,0.7638326585695007,0.5591397849462365
10,50,50,2,auto,False,0.865047233468286,0.5913978494623656
10,50,50,5,auto,True,0.7624831309041835,0.5645161290322581
10,50,50,5,auto,False,0.8529014844804319,0.5645161290322581
10,50,50,10,auto,True,0.7435897435897436,0.5752688172043011
10,50,50,10,auto,False,0.8286099865047234,0.5591397849462365
10,50,50,20,auto,True,0.7354925775978407,0.510752688172043
10,50,50,20,auto,False,0.7975708502024291,0.5645161290322581
50,2,2,1,auto,True,0.650472334682861,0.5860215053763441
50,2,2,1,auto,False,0.6383265856950068,0.543010752688172
50,2,2,2,auto,True,0.650472334682861,0.5860215053763441
50,2,2,2,auto,False,0.6383265856950068,0.543010752688172
50,2,2,5,auto,True,0.6477732793522267,0.5860215053763441
50,2,2,5,auto,False,0.6383265856950068,0.543010752688172
50,2,2,10,auto,True,0.6491228070175439,0.5860215053763441
50,2,2,10,auto,False,0.6383265856950068,0.5483870967741935
50,2,2,20,auto,True,0.6545209176788124,0.5806451612903226
50,2,2,20,auto,False,0.6288798920377868,0.553763440860215
50,2,5,1,auto,True,0.650472334682861,0.5860215053763441
50,2,5,1,auto,False,0.6383265856950068,0.543010752688172
50,2,5,2,auto,True,0.650472334682861,0.5860215053763441
50,2,5,2,auto,False,0.6383265856950068,0.543010752688172
50,2,5,5,auto,True,0.6477732793522267,0.5860215053763441
50,2,5,5,auto,False,0.6383265856950068,0.543010752688172
50,2,5,10,auto,True,0.6491228070175439,0.5860215053763441
50,2,5,10,auto,False,0.6383265856950068,0.5483870967741935
50,2,5,20,auto,True,0.6545209176788124,0.5806451612903226
50,2,5,20,auto,False,0.6288798920377868,0.553763440860215
50,2,10,1,auto,True,0.650472334682861,0.5860215053763441
50,2,10,1,auto,False,0.6383265856950068,0.543010752688172
50,2,10,2,auto,True,0.650472334682861,0.5860215053763441
50,2,10,2,auto,False,0.6383265856950068,0.543010752688172
50,2,10,5,auto,True,0.6477732793522267,0.5860215053763441
50,2,10,5,auto,False,0.6383265856950068,0.543010752688172
50,2,10,10,auto,True,0.6491228070175439,0.5860215053763441
50,2,10,10,auto,False,0.6383265856950068,0.5483870967741935
50,2,10,20,auto,True,0.6545209176788124,0.5806451612903226
50,2,10,20,auto,False,0.6288798920377868,0.553763440860215
50,2,20,1,auto,True,0.650472334682861,0.5860215053763441
50,2,20,1,auto,False,0.6383265856950068,0.543010752688172
50,2,20,2,auto,True,0.650472334682861,0.5860215053763441
50,2,20,2,auto,False,0.6383265856950068,0.543010752688172
50,2,20,5,auto,True,0.6477732793522267,0.5860215053763441
50,2,20,5,auto,False,0.6383265856950068,0.543010752688172
50,2,20,10,auto,True,0.6491228070175439,0.5860215053763441
50,2,20,10,auto,False,0.6383265856950068,0.5483870967741935
50,2,20,20,auto,True,0.6545209176788124,0.5806451612903226
50,2,20,20,auto,False,0.6288798920377868,0.553763440860215
50,2,50,1,auto,True,0.650472334682861,0.5860215053763441
50,2,50,1,auto,False,0.6383265856950068,0.543010752688172
50,2,50,2,auto,True,0.650472334682861,0.5860215053763441
50,2,50,2,auto,False,0.6383265856950068,0.543010752688172
50,2,50,5,auto,True,0.6477732793522267,0.5860215053763441
50,2,50,5,auto,False,0.6383265856950068,0.543010752688172
50,2,50,10,auto,True,0.6491228070175439,0.5860215053763441
50,2,50,10,auto,False,0.6383265856950068,0.5483870967741935
50,2,50,20,auto,True,0.6545209176788124,0.5806451612903226
50,2,50,20,auto,False,0.6288798920377868,0.553763440860215
50,5,2,1,auto,True,0.7908232118758435,0.5860215053763441
50,5,2,1,auto,False,0.8002699055330634,0.532258064516129
50,5,2,2,auto,True,0.7813765182186235,0.5591397849462365
50,5,2,2,auto,False,0.786774628879892,0.5483870967741935
50,5,2,5,auto,True,0.7935222672064778,0.5698924731182796
50,5,2,5,auto,False,0.7584345479082322,0.5483870967741935
50,5,2,10,auto,True,0.766531713900135,0.5645161290322581
50,5,2,10,auto,False,0.7678812415654521,0.5268817204301075
50,5,2,20,auto,True,0.7462887989203779,0.553763440860215
50,5,2,20,auto,False,0.7557354925775979,0.5376344086021505
50,5,5,1,auto,True,0.7948717948717948,0.5806451612903226
50,5,5,1,auto,False,0.7840755735492577,0.5698924731182796
50,5,5,2,auto,True,0.786774628879892,0.5913978494623656
50,5,5,2,auto,False,0.7786774628879892,0.5645161290322581
50,5,5,5,auto,True,0.7935222672064778,0.5698924731182796
50,5,5,5,auto,False,0.7584345479082322,0.5483870967741935
50,5,5,10,auto,True,0.766531713900135,0.5645161290322581
50,5,5,10,auto,False,0.7678812415654521,0.5268817204301075
50,5,5,20,auto,True,0.7462887989203779,0.553763440860215
50,5,5,20,auto,False,0.7557354925775979,0.5376344086021505
50,5,10,1,auto,True,0.796221322537112,0.5698924731182796
50,5,10,1,auto,False,0.7827260458839406,0.5483870967741935
50,5,10,2,auto,True,0.7908232118758435,0.5698924731182796
50,5,10,2,auto,False,0.7786774628879892,0.5483870967741935
50,5,10,5,auto,True,0.7935222672064778,0.5698924731182796
50,5,10,5,auto,False,0.7584345479082322,0.5483870967741935
50,5,10,10,auto,True,0.766531713900135,0.5645161290322581
50,5,10,10,auto,False,0.7678812415654521,0.5268817204301075
50,5,10,20,auto,True,0.7462887989203779,0.553763440860215
50,5,10,20,auto,False,0.7557354925775979,0.5376344086021505
50,5,20,1,auto,True,0.7746288798920378,0.5645161290322581
50,5,20,1,auto,False,0.7557354925775979,0.5591397849462365
50,5,20,2,auto,True,0.7692307692307693,0.5591397849462365
50,5,20,2,auto,False,0.7597840755735492,0.5645161290322581
50,5,20,5,auto,True,0.7827260458839406,0.5645161290322581
50,5,20,5,auto,False,0.7557354925775979,0.5645161290322581
50,5,20,10,auto,True,0.766531713900135,0.5645161290322581
50,5,20,10,auto,False,0.7678812415654521,0.5268817204301075
50,5,20,20,auto,True,0.7462887989203779,0.553763440860215
50,5,20,20,auto,False,0.7557354925775979,0.5376344086021505
50,5,50,1,auto,True,0.7503373819163293,0.5806451612903226
50,5,50,1,auto,False,0.7651821862348178,0.5483870967741935
50,5,50,2,auto,True,0.7489878542510121,0.5806451612903226
50,5,50,2,auto,False,0.7651821862348178,0.5483870967741935
50,5,50,5,auto,True,0.7435897435897436,0.5698924731182796
50,5,50,5,auto,False,0.7638326585695007,0.5698924731182796
50,5,50,10,auto,True,0.7408906882591093,0.5645161290322581
50,5,50,10,auto,False,0.7489878542510121,0.5645161290322581
50,5,50,20,auto,True,0.7246963562753036,0.5752688172043011
50,5,50,20,auto,False,0.7422402159244265,0.5483870967741935
50,10,2,1,auto,True,0.979757085020243,0.553763440860215
50,10,2,1,auto,False,0.9757085020242915,0.5483870967741935
50,10,2,2,auto,True,0.9743589743589743,0.5645161290322581
50,10,2,2,auto,False,0.9743589743589743,0.553763440860215
50,10,2,5,auto,True,0.9257759784075573,0.5698924731182796
50,10,2,5,auto,False,0.9487179487179487,0.5698924731182796
50,10,2,10,auto,True,0.8380566801619433,0.5913978494623656
50,10,2,10,auto,False,0.8947368421052632,0.5645161290322581
50,10,2,20,auto,True,0.738191632928475,0.5483870967741935
50,10,2,20,auto,False,0.805668016194332,0.5752688172043011
50,10,5,1,auto,True,0.9757085020242915,0.5483870967741935
50,10,5,1,auto,False,0.97165991902834,0.543010752688172
50,10,5,2,auto,True,0.9635627530364372,0.5591397849462365
50,10,5,2,auto,False,0.9676113360323887,0.5483870967741935
50,10,5,5,auto,True,0.9257759784075573,0.5698924731182796
50,10,5,5,auto,False,0.9487179487179487,0.5698924731182796
50,10,5,10,auto,True,0.8380566801619433,0.5913978494623656
50,10,5,10,auto,False,0.8947368421052632,0.5645161290322581
50,10,5,20,auto,True,0.738191632928475,0.5483870967741935
50,10,5,20,auto,False,0.805668016194332,0.5752688172043011
50,10,10,1,auto,True,0.941970310391363,0.6021505376344086
50,10,10,1,auto,False,0.9581646423751687,0.543010752688172
50,10,10,2,auto,True,0.9365721997300944,0.5860215053763441
50,10,10,2,auto,False,0.9527665317139001,0.5591397849462365
50,10,10,5,auto,True,0.9257759784075573,0.5698924731182796
50,10,10,5,auto,False,0.9487179487179487,0.5698924731182796
50,10,10,10,auto,True,0.8380566801619433,0.5913978494623656
50,10,10,10,auto,False,0.8947368421052632,0.5645161290322581
50,10,10,20,auto,True,0.738191632928475,0.5483870967741935
50,10,10,20,auto,False,0.805668016194332,0.5752688172043011
50,10,20,1,auto,True,0.893387314439946,0.5645161290322581
50,10,20,1,auto,False,0.9109311740890689,0.5645161290322581
50,10,20,2,auto,True,0.8825910931174089,0.5806451612903226
50,10,20,2,auto,False,0.9068825910931174,0.5483870967741935
50,10,20,5,auto,True,0.8825910931174089,0.553763440860215
50,10,20,5,auto,False,0.9095816464237517,0.5591397849462365
50,10,20,10,auto,True,0.8380566801619433,0.5913978494623656
50,10,20,10,auto,False,0.8947368421052632,0.5645161290322581
50,10,20,20,auto,True,0.738191632928475,0.5483870967741935
50,10,20,20,auto,False,0.805668016194332,0.5752688172043011
50,10,50,1,auto,True,0.8043184885290149,0.5591397849462365
50,10,50,1,auto,False,0.8461538461538461,0.5268817204301075
50,10,50,2,auto,True,0.8002699055330634,0.5698924731182796
50,10,50,2,auto,False,0.8434547908232118,0.553763440860215
50,10,50,5,auto,True,0.7921727395411606,0.6075268817204301
50,10,50,5,auto,False,0.8407557354925776,0.532258064516129
50,10,50,10,auto,True,0.766531713900135,0.5860215053763441
50,10,50,10,auto,False,0.8232118758434548,0.553763440860215
50,10,50,20,auto,True,0.7422402159244265,0.5698924731182796
50,10,50,20,auto,False,0.8029689608636977,0.5591397849462365
50,20,2,1,auto,True,1.0,0.5913978494623656
50,20,2,1,auto,False,1.0,0.5698924731182796
50,20,2,2,auto,True,0.9973009446693657,0.543010752688172
50,20,2,2,auto,False,1.0,0.5591397849462365
50,20,2,5,auto,True,0.941970310391363,0.5591397849462365
50,20,2,5,auto,False,0.9932523616734144,0.5806451612903226
50,20,2,10,auto,True,0.8407557354925776,0.5860215053763441
50,20,2,10,auto,False,0.9230769230769231,0.553763440860215
50,20,2,20,auto,True,0.738191632928475,0.5483870967741935
50,20,2,20,auto,False,0.8097165991902834,0.5806451612903226
50,20,5,1,auto,True,1.0,0.5752688172043011
50,20,5,1,auto,False,1.0,0.5483870967741935
50,20,5,2,auto,True,0.9959514170040485,0.5806451612903226
50,20,5,2,auto,False,1.0,0.5376344086021505
50,20,5,5,auto,True,0.941970310391363,0.5591397849462365
50,20,5,5,auto,False,0.9932523616734144,0.5806451612903226
50,20,5,10,auto,True,0.8407557354925776,0.5860215053763441
50,20,5,10,auto,False,0.9230769230769231,0.553763440860215
50,20,5,20,auto,True,0.738191632928475,0.5483870967741935
50,20,5,20,auto,False,0.8097165991902834,0.5806451612903226
50,20,10,1,auto,True,0.979757085020243,0.5913978494623656
50,20,10,1,auto,False,1.0,0.553763440860215
50,20,10,2,auto,True,0.9635627530364372,0.5860215053763441
50,20,10,2,auto,False,1.0,0.543010752688172
50,20,10,5,auto,True,0.941970310391363,0.5591397849462365
50,20,10,5,auto,False,0.9932523616734144,0.5806451612903226
50,20,10,10,auto,True,0.8407557354925776,0.5860215053763441
50,20,10,10,auto,False,0.9230769230769231,0.553763440860215
50,20,10,20,auto,True,0.738191632928475,0.5483870967741935
50,20,10,20,auto,False,0.8097165991902834,0.5806451612903226
50,20,20,1,auto,True,0.9109311740890689,0.532258064516129
50,20,20,1,auto,False,0.9770580296896086,0.5591397849462365
50,20,20,2,auto,True,0.8960863697705803,0.543010752688172
50,20,20,2,auto,False,0.97165991902834,0.5591397849462365
50,20,20,5,auto,True,0.8893387314439946,0.5591397849462365
50,20,20,5,auto,False,0.9554655870445344,0.5698924731182796
50,20,20,10,auto,True,0.8407557354925776,0.5860215053763441
50,20,20,10,auto,False,0.9230769230769231,0.553763440860215
50,20,20,20,auto,True,0.738191632928475,0.5483870967741935
50,20,20,20,auto,False,0.8097165991902834,0.5806451612903226
50,20,50,1,auto,True,0.8070175438596491,0.5698924731182796
50,20,50,1,auto,False,0.8717948717948718,0.5483870967741935
50,20,50,2,auto,True,0.8029689608636977,0.5967741935483871
50,20,50,2,auto,False,0.8677462887989204,0.553763440860215
50,20,50,5,auto,True,0.7881241565452092,0.5806451612903226
50,20,50,5,auto,False,0.8704453441295547,0.5645161290322581
50,20,50,10,auto,True,0.7638326585695007,0.5806451612903226
50,20,50,10,auto,False,0.8461538461538461,0.5591397849462365
50,20,50,20,auto,True,0.7422402159244265,0.5698924731182796
50,20,50,20,auto,False,0.8016194331983806,0.5698924731182796
50,50,2,1,auto,True,1.0,0.5806451612903226
50,50,2,1,auto,False,1.0,0.5483870967741935
50,50,2,2,auto,True,0.9973009446693657,0.543010752688172
50,50,2,2,auto,False,1.0,0.5645161290322581
