1.863438199999999867e+01,3.306768600000000191e+01,1.459091199999999944e+01,2.882324300000000150e+01,5.871690000000000520e-01,5.239030000000000076e-01,5.885749999999999593e-01,5.223550000000000137e-01,1.117699999999999944e-01,1.015960000000000057e-01,1.120099999999999985e-01,1.011959999999999943e-01,9.375520000000000520e-01,8.891999999999999904e-01,9.511129999999999862e-01,9.034229999999999761e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.607753200000000149e+01,4.492806600000000117e+01,1.914195600000000042e+01,3.962671999999999883e+01,5.437870000000000203e-01,4.789240000000000164e-01,5.394139999999999491e-01,4.757910000000000195e-01,9.168500000000000261e-02,8.310700000000000032e-02,9.114200000000000079e-02,8.267599999999999949e-02,9.469889999999999697e-01,9.075680000000000414e-01,9.608240000000000114e-01,9.184750000000000414e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.238351000000000113e+01,3.887177499999999952e+01,1.536987899999999918e+01,5.090802000000000049e+01,8.609510000000000218e-01,8.029429999999999623e-01,8.487909999999999622e-01,8.027929999999999788e-01,1.789600000000000080e-01,1.647730000000000028e-01,1.758889999999999898e-01,1.647649999999999948e-01,9.200519999999999810e-01,9.040110000000000090e-01,9.620419999999999527e-01,8.742889999999999828e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.560515500000000344e+01,4.816686299999999932e+01,2.008351299999999995e+01,5.817943499999999801e+01,9.124970000000000026e-01,8.797220000000000040e-01,9.108209999999999917e-01,8.795269999999999477e-01,2.160880000000000023e-01,2.069699999999999873e-01,2.147729999999999917e-01,2.069660000000000111e-01,9.440150000000000485e-01,9.242719999999999825e-01,9.684129999999999683e-01,9.085299999999999487e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
3.637065100000000228e+01,6.932421899999999937e+01,2.576481499999999869e+01,4.534863399999999700e+01,9.184240000000000181e-01,8.831959999999999811e-01,9.172390000000000265e-01,8.840010000000000367e-01,2.449840000000000073e-01,2.347549999999999915e-01,2.440730000000000122e-01,2.348069999999999879e-01,9.117260000000000364e-01,8.315620000000000234e-01,9.374080000000000190e-01,8.898160000000000514e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.871359899999999854e+01,5.377550899999999956e+01,1.956538000000000110e+01,3.743311200000000127e+01,9.327189999999999648e-01,9.074370000000000491e-01,9.320199999999999596e-01,9.082240000000000313e-01,2.437970000000000137e-01,2.358629999999999893e-01,2.427239999999999953e-01,2.358899999999999886e-01,9.260639999999999983e-01,8.615460000000000340e-01,9.496090000000000364e-01,9.036220000000000363e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.050695299999999932e+01,6.854743499999999301e+01,2.684462500000000063e+01,3.982977100000000092e+01,9.248279999999999834e-01,8.931379999999999875e-01,9.224449999999999594e-01,8.941630000000000411e-01,2.503870000000000262e-01,2.409219999999999973e-01,2.493819999999999926e-01,2.410080000000000000e-01,9.336320000000000174e-01,8.508820000000000272e-01,9.415810000000000013e-01,9.133539999999999992e-01,8.112780000000000546e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
4.565149399999999957e+01,8.194139300000000503e+01,2.354613300000000109e+01,4.985231799999999680e+01,9.112729999999999997e-01,8.782090000000000174e-01,9.143999999999999906e-01,8.792010000000000103e-01,2.577349999999999919e-01,2.471639999999999948e-01,2.574690000000000034e-01,2.472030000000000061e-01,9.300650000000000306e-01,8.744990000000000263e-01,9.639229999999999743e-01,9.236459999999999670e-01,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
3.234556400000000309e+01,5.878043799999999663e+01,1.932655899999999960e+01,4.089130000000000109e+01,7.400489999999999569e-01,6.708340000000000414e-01,7.479839999999999822e-01,6.729709999999999859e-01,2.017200000000000104e-01,1.793309999999999904e-01,2.045480000000000076e-01,1.795889999999999986e-01,9.414780000000000371e-01,8.933609999999999607e-01,9.650300000000000544e-01,9.258150000000000546e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.775921300000000258e+01,6.219930300000000045e+01,1.674811400000000106e+01,4.265322199999999953e+01,7.264890000000000514e-01,6.589939999999999687e-01,7.431809999999999805e-01,6.605659999999999865e-01,1.818110000000000004e-01,1.612210000000000032e-01,1.870189999999999908e-01,1.613320000000000032e-01,9.187610000000000499e-01,8.658919999999999950e-01,9.639039999999999830e-01,9.080350000000000366e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.570222400000000107e+01,4.340101700000000307e+01,1.534705600000000025e+01,3.487377299999999991e+01,9.381779999999999564e-01,9.094200000000000061e-01,9.371749999999999803e-01,9.095659999999999856e-01,2.766210000000000058e-01,2.665339999999999931e-01,2.757060000000000066e-01,2.665310000000000179e-01,9.334649999999999892e-01,8.876690000000000413e-01,9.602650000000000352e-01,9.097389999999999644e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+00
