# Contrast1,Contrast2,Contrast3,Contrast4,homogeneity1,homogeneity2,homogeneity3,homogeneity4,energy1,energy2,energy3,energy4,correlation1,correlation2,correlation3,correlation4,entropy1,entropy2,entropy3,entropy4
24.555423,48.430030,21.273069,39.375427,0.719694,0.644933,0.722350,0.646636,0.180480,0.158968,0.182776,0.159325,0.926080,0.853908,0.935814,0.881221,0.000000,0.000000,0.000000,0.000000
10.154517,19.821428,5.395705,9.480791,0.763442,0.701308,0.777740,0.699454,0.190065,0.171094,0.195392,0.170404,0.922484,0.848587,0.958805,0.927578,0.000000,0.000000,0.000000,0.000000
19.829144,34.541985,12.773209,25.589476,0.551950,0.487150,0.550457,0.485093,0.086573,0.078350,0.086382,0.077994,0.953660,0.917841,0.969831,0.939135,1.500000,2.000000,2.000000,0.811278
19.154851,34.062838,9.642022,20.637333,0.720677,0.646852,0.730361,0.648345,0.168245,0.148018,0.171977,0.148051,0.949809,0.910703,0.974721,0.945898,0.000000,0.000000,0.000000,0.000000
10.370850,18.208710,5.967551,12.930809,0.759664,0.686258,0.764666,0.685382,0.162219,0.143304,0.165031,0.142935,0.971511,0.949540,0.983469,0.964166,0.000000,0.000000,0.000000,0.000000
13.953733,28.668819,10.272064,16.902906,0.679912,0.595684,0.682736,0.595795,0.129060,0.112286,0.130771,0.112203,0.956035,0.909589,0.967640,0.946694,0.000000,0.000000,0.000000,0.000000
15.798763,29.199082,9.735399,19.586595,0.724805,0.648266,0.734962,0.651359,0.176289,0.153730,0.179303,0.154262,0.923181,0.856991,0.952311,0.904070,0.000000,0.000000,0.000000,0.000000
18.701556,31.299608,12.146360,27.318163,0.728236,0.656285,0.731975,0.654139,0.176593,0.155913,0.177900,0.155346,0.929960,0.882703,0.954474,0.897624,0.000000,0.000000,0.000000,0.000000
10.632798,18.883216,7.674130,16.148107,0.741374,0.666837,0.745490,0.664537,0.191928,0.169675,0.194033,0.168786,0.963078,0.933781,0.973202,0.943372,0.000000,0.000000,0.000000,0.000000
4.621019,9.471817,3.920336,6.543154,0.739220,0.657489,0.737175,0.656819,0.172512,0.152019,0.174006,0.151497,0.992121,0.983787,0.993303,0.988800,2.000000,2.000000,2.000000,1.500000
14.598109,33.290843,12.289521,17.402974,0.689762,0.605149,0.687319,0.605426,0.168475,0.146311,0.168620,0.145676,0.931506,0.842986,0.942032,0.917920,0.000000,0.000000,0.000000,0.000000
21.630339,35.029592,8.184997,21.791431,0.685502,0.605296,0.695626,0.607174,0.138519,0.121478,0.142223,0.121597,0.948196,0.916048,0.980426,0.947774,0.000000,0.000000,0.000000,0.000000
6.119873,13.513075,5.294218,8.015945,0.731762,0.649341,0.729361,0.650253,0.179213,0.156174,0.179368,0.155955,0.982795,0.961931,0.985085,0.977418,0.000000,0.000000,0.000000,0.000000
20.164279,32.351643,17.954049,38.139933,0.577559,0.515693,0.577851,0.515150,0.083743,0.076147,0.083875,0.076087,0.956807,0.929934,0.961280,0.917397,0.000000,0.000000,0.000000,0.000000
18.426075,27.384534,6.906345,21.118247,0.729663,0.659259,0.742646,0.659666,0.161218,0.142433,0.164775,0.142406,0.947829,0.921587,0.980222,0.939530,2.000000,0.000000,0.000000,0.000000
21.343281,28.770367,12.545084,36.035629,0.707412,0.632606,0.710361,0.628767,0.145074,0.128898,0.147697,0.128138,0.970061,0.959582,0.982378,0.949375,0.000000,0.000000,0.000000,0.000000
18.856167,33.898931,12.711248,26.622749,0.715015,0.641074,0.726347,0.640906,0.188674,0.165842,0.192408,0.165502,0.912801,0.841204,0.940441,0.875289,0.000000,0.000000,0.000000,0.000000
14.179495,31.577268,9.906289,13.870846,0.730428,0.657430,0.738369,0.660897,0.157086,0.139289,0.160668,0.139988,0.929099,0.841110,0.950800,0.930205,0.000000,0.000000,0.000000,0.000000
