# solver,alpha,max_iter,layer_size,score_train,score
adam,0.0001,1000,(5,),0.6639676113360324,0.5913978494623656
adam,0.0001,1000,(5, 5),0.6329284750337382,0.6075268817204301
adam,0.0001,1000,(15,),0.6909581646423751,0.6236559139784946
adam,0.0001,1000,(10, 10),0.6977058029689609,0.5913978494623656
adam,0.0001,2000,(5,),0.6639676113360324,0.5913978494623656
adam,0.0001,2000,(5, 5),0.6329284750337382,0.6075268817204301
adam,0.0001,2000,(15,),0.6909581646423751,0.6236559139784946
adam,0.0001,2000,(10, 10),0.6977058029689609,0.5913978494623656
adam,0.0001,3000,(5,),0.6639676113360324,0.5913978494623656
adam,0.0001,3000,(5, 5),0.6329284750337382,0.6075268817204301
adam,0.0001,3000,(15,),0.6909581646423751,0.6236559139784946
adam,0.0001,3000,(10, 10),0.6977058029689609,0.5913978494623656
adam,0.0001,4000,(5,),0.6639676113360324,0.5913978494623656
adam,0.0001,4000,(5, 5),0.6329284750337382,0.6075268817204301
adam,0.0001,4000,(15,),0.6909581646423751,0.6236559139784946
adam,0.0001,4000,(10, 10),0.6977058029689609,0.5913978494623656
adam,0.001,1000,(5,),0.659919028340081,0.5913978494623656
adam,0.001,1000,(5, 5),0.631578947368421,0.6075268817204301
adam,0.001,1000,(15,),0.6855600539811066,0.6075268817204301
adam,0.001,1000,(10, 10),0.7031039136302294,0.5752688172043011
adam,0.001,2000,(5,),0.659919028340081,0.5913978494623656
adam,0.001,2000,(5, 5),0.631578947368421,0.6075268817204301
adam,0.001,2000,(15,),0.6855600539811066,0.6075268817204301
adam,0.001,2000,(10, 10),0.7031039136302294,0.5752688172043011
adam,0.001,3000,(5,),0.659919028340081,0.5913978494623656
adam,0.001,3000,(5, 5),0.631578947368421,0.6075268817204301
adam,0.001,3000,(15,),0.6855600539811066,0.6075268817204301
adam,0.001,3000,(10, 10),0.7031039136302294,0.5752688172043011
adam,0.001,4000,(5,),0.659919028340081,0.5913978494623656
adam,0.001,4000,(5, 5),0.631578947368421,0.6075268817204301
adam,0.001,4000,(15,),0.6855600539811066,0.6075268817204301
adam,0.001,4000,(10, 10),0.7031039136302294,0.5752688172043011
adam,0.01,1000,(5,),0.6680161943319838,0.6075268817204301
adam,0.01,1000,(5, 5),0.6329284750337382,0.5806451612903226
adam,0.01,1000,(15,),0.6936572199730094,0.6182795698924731
adam,0.01,1000,(10, 10),0.7044534412955465,0.5860215053763441
adam,0.01,2000,(5,),0.6680161943319838,0.6075268817204301
adam,0.01,2000,(5, 5),0.6329284750337382,0.5806451612903226
adam,0.01,2000,(15,),0.6936572199730094,0.6182795698924731
adam,0.01,2000,(10, 10),0.7044534412955465,0.5860215053763441
adam,0.01,3000,(5,),0.6680161943319838,0.6075268817204301
adam,0.01,3000,(5, 5),0.6329284750337382,0.5806451612903226
adam,0.01,3000,(15,),0.6936572199730094,0.6182795698924731
adam,0.01,3000,(10, 10),0.7044534412955465,0.5860215053763441
adam,0.01,4000,(5,),0.6680161943319838,0.6075268817204301
adam,0.01,4000,(5, 5),0.6329284750337382,0.5806451612903226
adam,0.01,4000,(15,),0.6936572199730094,0.6182795698924731
adam,0.01,4000,(10, 10),0.7044534412955465,0.5860215053763441
adam,0.1,1000,(5,),0.6639676113360324,0.6021505376344086
adam,0.1,1000,(5, 5),0.6356275303643725,0.5860215053763441
adam,0.1,1000,(15,),0.680161943319838,0.6075268817204301
adam,0.1,1000,(10, 10),0.6950067476383266,0.5913978494623656
adam,0.1,2000,(5,),0.6639676113360324,0.6021505376344086
adam,0.1,2000,(5, 5),0.6356275303643725,0.5860215053763441
adam,0.1,2000,(15,),0.680161943319838,0.6075268817204301
adam,0.1,2000,(10, 10),0.6950067476383266,0.5913978494623656
adam,0.1,3000,(5,),0.6639676113360324,0.6021505376344086
adam,0.1,3000,(5, 5),0.6356275303643725,0.5860215053763441
adam,0.1,3000,(15,),0.680161943319838,0.6075268817204301
adam,0.1,3000,(10, 10),0.6950067476383266,0.5913978494623656
adam,0.1,4000,(5,),0.6639676113360324,0.6021505376344086
adam,0.1,4000,(5, 5),0.6356275303643725,0.5860215053763441
adam,0.1,4000,(15,),0.680161943319838,0.6075268817204301
adam,0.1,4000,(10, 10),0.6950067476383266,0.5913978494623656
adam,1,1000,(5,),0.6207827260458839,0.5967741935483871
adam,1,1000,(5, 5),0.6140350877192983,0.6182795698924731
adam,1,1000,(15,),0.6531713900134952,0.6021505376344086
adam,1,1000,(10, 10),0.6923076923076923,0.6290322580645161
adam,1,2000,(5,),0.6207827260458839,0.5967741935483871
adam,1,2000,(5, 5),0.6140350877192983,0.6182795698924731
adam,1,2000,(15,),0.6531713900134952,0.6021505376344086
adam,1,2000,(10, 10),0.6923076923076923,0.6290322580645161
adam,1,3000,(5,),0.6207827260458839,0.5967741935483871
adam,1,3000,(5, 5),0.6140350877192983,0.6182795698924731
adam,1,3000,(15,),0.6531713900134952,0.6021505376344086
adam,1,3000,(10, 10),0.6923076923076923,0.6290322580645161
adam,1,4000,(5,),0.6207827260458839,0.5967741935483871
adam,1,4000,(5, 5),0.6140350877192983,0.6182795698924731
adam,1,4000,(15,),0.6531713900134952,0.6021505376344086
adam,1,4000,(10, 10),0.6923076923076923,0.6290322580645161
