1.302234,91.207216,40494.000000,1.309119,119.695553,48143.000000,1.315594,159.527346,50885.000000,1.644645,176.456028,706849.000000,1.234986,71.716385,22936.000000,1.271564,105.421708,32864.000000,1.619218,172.019492,551097.000000,1.644645,176.456028,706849.000000
1.229848,73.786543,36457.000000,1.333360,113.410908,73284.000000,1.347150,157.361381,76595.000000,1.627130,178.000609,635686.000000,1.292836,66.956409,56938.000000,1.317572,103.154334,59248.000000,1.599426,171.345649,473275.000000,1.627130,178.000609,635686.000000
1.349176,86.895989,38544.000000,1.377916,114.593134,60649.000000,1.371778,153.485273,76901.000000,1.521096,170.350260,233592.000000,1.288748,66.659475,25957.000000,1.326912,103.215216,53774.000000,1.481291,158.811419,185724.000000,1.521096,170.350260,233592.000000
1.333753,75.667557,46775.000000,1.376432,105.084368,62085.000000,1.403579,149.801183,72333.000000,1.450282,177.157841,145881.000000,1.300326,58.087333,31729.000000,1.373659,98.120366,60690.000000,1.476638,162.488361,188158.000000,1.450282,177.157841,145881.000000
1.305082,88.143584,36348.000000,1.358039,116.307119,53940.000000,1.382070,157.013670,62179.000000,1.490192,176.277673,156598.000000,1.261669,61.921525,21064.000000,1.337375,100.864899,42657.000000,1.491751,163.350014,152174.000000,1.490192,176.277673,156598.000000
1.324941,93.262421,31156.000000,1.388977,119.092261,49490.000000,1.411061,159.099925,55852.000000,1.455249,181.671410,111805.000000,1.300273,72.096966,21884.000000,1.369249,107.690380,40695.000000,1.474607,167.989764,134522.000000,1.455249,181.671410,111805.000000
1.377195,74.311474,36247.000000,1.420881,103.216845,49381.000000,1.397950,146.381092,55585.000000,1.437627,170.129551,96927.000000,1.330061,51.577697,20670.000000,1.354143,89.957846,38834.000000,1.409235,150.024801,81570.000000,1.437627,170.129551,96927.000000
1.370309,61.531160,61633.000000,1.394509,93.341969,71524.000000,1.384766,142.519736,75321.000000,1.480428,171.241256,197918.000000,1.309420,38.873049,31847.000000,1.343341,80.021276,53770.000000,1.493474,157.333566,230254.000000,1.480428,171.241256,197918.000000
1.317083,90.753415,46337.000000,1.434592,117.499402,100352.000000,1.446650,157.882093,120247.000000,1.669178,178.991032,716908.000000,1.386323,83.587200,68859.000000,1.433829,114.638501,114653.000000,1.685099,172.571844,812509.000000,1.669178,178.991032,716908.000000
1.351591,98.062633,53055.000000,1.429978,122.788587,88722.000000,1.427095,162.768205,99411.000000,1.653710,181.455890,584757.000000,1.370600,87.364662,52742.000000,1.403489,116.697655,83418.000000,1.673840,174.886907,684190.000000,1.653710,181.455890,584757.000000
