# Contrast1,Contrast2,Contrast3,Contrast4,homogeneity1,homogeneity2,homogeneity3,homogeneity4,energy1,energy2,energy3,energy4,correlation1,correlation2,correlation3,correlation4,entropy1,entropy2,entropy3,entropy4
20.195205,52.843293,18.614247,19.572285,0.944938,0.855514,0.949113,0.946484,0.856014,0.814189,0.845702,0.822022,4.222991,4.432879,4.258883,4.360967,0.204372,0.192748,0.201471,0.193584
12.997419,23.508114,6.355033,13.172836,0.938644,0.889036,0.970001,0.937823,0.894788,0.871844,0.901151,0.871905,4.007106,4.122532,3.966827,4.114485,0.182669,0.173805,0.184443,0.173496
21.768819,40.429224,13.311786,26.427824,0.936122,0.881359,0.960921,0.922447,0.856858,0.812416,0.853092,0.813932,4.146167,4.335035,4.148592,4.320474,0.205167,0.190981,0.203632,0.191209
31.941933,53.461813,14.639728,35.773751,0.928518,0.880389,0.967231,0.919963,0.877920,0.846145,0.876844,0.848297,4.183441,4.343764,4.175473,4.323102,0.199331,0.190479,0.197671,0.190691
27.180773,41.289167,17.750896,44.941939,0.941631,0.911320,0.961865,0.903475,0.851866,0.810184,0.847065,0.810124,4.465865,4.649616,4.471358,4.650653,0.178786,0.167931,0.176916,0.167843
16.472353,23.913522,8.823792,24.612755,0.944437,0.919275,0.970213,0.916913,0.896215,0.862135,0.890467,0.862061,3.991909,4.145856,4.005864,4.146076,0.210723,0.200739,0.208329,0.200779
24.562892,53.537551,17.962091,26.846511,0.931037,0.849666,0.949535,0.924616,0.878864,0.842158,0.871196,0.846001,4.069554,4.248445,4.095390,4.216374,0.207490,0.196747,0.204950,0.197312
16.355658,27.864068,11.725957,25.652651,0.942062,0.901292,0.958440,0.909127,0.897937,0.861786,0.889494,0.862463,3.772612,3.938769,3.804619,3.934412,0.236679,0.224683,0.233449,0.224767
25.530151,39.044538,9.036468,27.424699,0.922007,0.880708,0.972379,0.916210,0.857738,0.816077,0.862274,0.817624,4.108198,4.279132,4.066793,4.266171,0.208583,0.195259,0.208698,0.195540
13.835403,27.066698,8.772435,15.532345,0.950851,0.903710,0.968798,0.944744,0.883565,0.841724,0.876030,0.844735,4.212674,4.397634,4.234824,4.370967,0.189145,0.178017,0.186707,0.178359
10.667868,15.274745,5.337234,15.269049,0.937820,0.910933,0.968869,0.910967,0.880441,0.831887,0.871470,0.832390,3.751643,3.942727,3.777156,3.941265,0.232968,0.216309,0.229105,0.216342
10.526906,18.178015,5.530613,12.521088,0.944485,0.904136,0.970820,0.933969,0.888055,0.850783,0.883980,0.852235,3.833210,4.001218,3.839088,3.986882,0.220378,0.208436,0.218151,0.208499
26.015518,35.036710,16.989448,47.457090,0.951573,0.934785,0.968511,0.911663,0.842007,0.811347,0.848218,0.804279,4.571078,4.707551,4.533782,4.742339,0.153897,0.143809,0.154891,0.141805
