1.338201,93.990331,41163.000000,1.384015,120.977289,54556.000000,1.387300,162.589796,58249.000000,1.665695,181.704285,788238.000000,1.322186,76.241296,30531.000000,1.354369,108.813763,42999.000000,1.634770,176.564458,569755.000000,1.665695,181.704285,788238.000000
1.327034,88.522231,70509.000000,1.354167,117.548907,81890.000000,1.360203,158.366540,85947.000000,1.583046,177.521065,478061.000000,1.285483,69.683316,41164.000000,1.320724,103.838244,57797.000000,1.571425,169.958058,431981.000000,1.583046,177.521065,478061.000000
1.322896,87.620087,64170.000000,1.349984,109.787024,77788.000000,1.372507,123.749290,87372.000000,1.430614,137.213465,95093.000000,1.307116,75.102118,51333.000000,1.347318,98.959248,65493.000000,1.412763,120.574879,110585.000000,1.430614,137.213465,95093.000000
1.294280,68.152047,51438.000000,1.317711,101.438125,59321.000000,1.361783,130.438922,81593.000000,1.412321,142.216764,81199.000000,1.252634,49.321183,33853.000000,1.327280,98.415452,65194.000000,1.404058,127.687136,107932.000000,1.412321,142.216764,81199.000000
1.445368,82.622308,105467.000000,1.484104,109.806283,141588.000000,1.515092,133.109932,169496.000000,1.529435,146.293628,133693.000000,1.423511,67.947568,83594.000000,1.491115,105.772699,147509.000000,1.535269,130.761316,189824.000000,1.529435,146.293628,133693.000000
1.312876,71.973885,34540.000000,1.380995,106.054789,59756.000000,1.420600,135.319177,83471.000000,1.353518,150.435062,39245.000000,1.348506,70.344206,53224.000000,1.433205,114.897652,111609.000000,1.452469,137.302419,109345.000000,1.353518,150.435062,39245.000000
1.234443,64.753908,24629.000000,1.329770,108.016909,49974.000000,1.375343,140.255980,66306.000000,1.398412,152.505006,55033.000000,1.299757,60.887195,44395.000000,1.363108,111.009777,65563.000000,1.401751,138.571369,79306.000000,1.398412,152.505006,55033.000000
1.362590,62.339931,62348.000000,1.402930,98.463017,81971.000000,1.445294,126.407931,107055.000000,1.473266,138.591621,92593.000000,1.363469,52.732277,63633.000000,1.422721,97.765364,95693.000000,1.480292,124.560929,132343.000000,1.473266,138.591621,92593.000000
1.190925,82.169943,21313.000000,1.257147,112.389542,36240.000000,1.234225,130.487289,29385.000000,1.152534,147.723752,13325.000000,1.282910,93.063801,49404.000000,1.309122,118.346493,61854.000000,1.285136,135.320841,43012.000000,1.152534,147.723752,13325.000000
1.312738,77.055787,40565.000000,1.332007,112.561636,44609.000000,1.314498,143.158106,42326.000000,1.147567,157.132760,10470.000000,1.297991,69.121562,35817.000000,1.403144,124.698704,87429.000000,1.340496,145.626147,52724.000000,1.147567,157.132760,10470.000000
