# max_depth,min_samples_split,min_samples_leaf,max_features,score_training,score
10,50,1,auto,0.8275862068965517,0.5753424657534246
10,50,1,sqrt,0.8275862068965517,0.5753424657534246
10,50,1,log2,0.803448275862069,0.6027397260273972
10,50,2,auto,0.8275862068965517,0.5753424657534246
10,50,2,sqrt,0.8275862068965517,0.5753424657534246
10,50,2,log2,0.7965517241379311,0.6027397260273972
10,50,5,auto,0.8275862068965517,0.6027397260273972
10,50,5,sqrt,0.8275862068965517,0.6027397260273972
10,50,5,log2,0.7448275862068966,0.547945205479452
10,50,10,auto,0.8172413793103448,0.589041095890411
10,50,10,sqrt,0.8172413793103448,0.589041095890411
10,50,10,log2,0.7482758620689656,0.589041095890411
10,50,20,auto,0.7896551724137931,0.684931506849315
10,50,20,sqrt,0.7896551724137931,0.684931506849315
10,50,20,log2,0.7517241379310344,0.6164383561643836
20,2,1,auto,1.0,0.5753424657534246
20,2,1,sqrt,1.0,0.5753424657534246
20,2,1,log2,1.0,0.6301369863013698
20,2,2,auto,0.9689655172413794,0.6164383561643836
20,2,2,sqrt,0.9689655172413794,0.6164383561643836
20,2,2,log2,0.9551724137931035,0.6164383561643836
20,2,5,auto,0.903448275862069,0.6027397260273972
20,2,5,sqrt,0.903448275862069,0.6027397260273972
20,2,5,log2,0.8931034482758621,0.6301369863013698
20,2,10,auto,0.8517241379310345,0.547945205479452
20,2,10,sqrt,0.8517241379310345,0.547945205479452
20,2,10,log2,0.8379310344827586,0.684931506849315
20,2,20,auto,0.7724137931034483,0.6438356164383562
20,2,20,sqrt,0.7724137931034483,0.6438356164383562
20,2,20,log2,0.7827586206896552,0.5616438356164384
20,5,1,auto,0.9827586206896551,0.6712328767123288
20,5,1,sqrt,0.9827586206896551,0.6712328767123288
20,5,1,log2,0.9655172413793104,0.6164383561643836
20,5,2,auto,0.9689655172413794,0.6712328767123288
20,5,2,sqrt,0.9689655172413794,0.6712328767123288
20,5,2,log2,0.9586206896551724,0.6027397260273972
20,5,5,auto,0.903448275862069,0.6027397260273972
20,5,5,sqrt,0.903448275862069,0.6027397260273972
20,5,5,log2,0.8931034482758621,0.6301369863013698
20,5,10,auto,0.8517241379310345,0.547945205479452
20,5,10,sqrt,0.8517241379310345,0.547945205479452
20,5,10,log2,0.8379310344827586,0.684931506849315
20,5,20,auto,0.7724137931034483,0.6438356164383562
20,5,20,sqrt,0.7724137931034483,0.6438356164383562
20,5,20,log2,0.7827586206896552,0.5616438356164384
20,10,1,auto,0.9620689655172414,0.6986301369863014
20,10,1,sqrt,0.9620689655172414,0.6986301369863014
20,10,1,log2,0.9620689655172414,0.589041095890411
20,10,2,auto,0.9482758620689655,0.684931506849315
20,10,2,sqrt,0.9482758620689655,0.684931506849315
20,10,2,log2,0.9241379310344827,0.589041095890411
20,10,5,auto,0.903448275862069,0.6027397260273972
20,10,5,sqrt,0.903448275862069,0.6027397260273972
20,10,5,log2,0.8931034482758621,0.6301369863013698
20,10,10,auto,0.8517241379310345,0.547945205479452
20,10,10,sqrt,0.8517241379310345,0.547945205479452
20,10,10,log2,0.8379310344827586,0.684931506849315
20,10,20,auto,0.7724137931034483,0.6438356164383562
20,10,20,sqrt,0.7724137931034483,0.6438356164383562
20,10,20,log2,0.7827586206896552,0.5616438356164384
20,20,1,auto,0.9137931034482759,0.5753424657534246
20,20,1,sqrt,0.9137931034482759,0.5753424657534246
20,20,1,log2,0.8793103448275862,0.6301369863013698
20,20,2,auto,0.903448275862069,0.5753424657534246
20,20,2,sqrt,0.903448275862069,0.5753424657534246
20,20,2,log2,0.8620689655172413,0.589041095890411
20,20,5,auto,0.8517241379310345,0.547945205479452
20,20,5,sqrt,0.8517241379310345,0.547945205479452
20,20,5,log2,0.8310344827586207,0.5753424657534246
20,20,10,auto,0.8517241379310345,0.547945205479452
20,20,10,sqrt,0.8517241379310345,0.547945205479452
20,20,10,log2,0.8379310344827586,0.684931506849315
20,20,20,auto,0.7724137931034483,0.6438356164383562
20,20,20,sqrt,0.7724137931034483,0.6438356164383562
20,20,20,log2,0.7827586206896552,0.5616438356164384
20,50,1,auto,0.8275862068965517,0.5753424657534246
20,50,1,sqrt,0.8275862068965517,0.5753424657534246
20,50,1,log2,0.803448275862069,0.6027397260273972
20,50,2,auto,0.8275862068965517,0.5753424657534246
20,50,2,sqrt,0.8275862068965517,0.5753424657534246
20,50,2,log2,0.7965517241379311,0.6027397260273972
20,50,5,auto,0.8275862068965517,0.6027397260273972
20,50,5,sqrt,0.8275862068965517,0.6027397260273972
20,50,5,log2,0.7448275862068966,0.547945205479452
20,50,10,auto,0.8172413793103448,0.589041095890411
20,50,10,sqrt,0.8172413793103448,0.589041095890411
20,50,10,log2,0.7482758620689656,0.589041095890411
20,50,20,auto,0.7896551724137931,0.684931506849315
20,50,20,sqrt,0.7896551724137931,0.684931506849315
20,50,20,log2,0.7517241379310344,0.6164383561643836
50,2,1,auto,1.0,0.5753424657534246
50,2,1,sqrt,1.0,0.5753424657534246
50,2,1,log2,1.0,0.6301369863013698
50,2,2,auto,0.9689655172413794,0.6164383561643836
50,2,2,sqrt,0.9689655172413794,0.6164383561643836
50,2,2,log2,0.9551724137931035,0.6164383561643836
50,2,5,auto,0.903448275862069,0.6027397260273972
50,2,5,sqrt,0.903448275862069,0.6027397260273972
50,2,5,log2,0.8931034482758621,0.6301369863013698
50,2,10,auto,0.8517241379310345,0.547945205479452
50,2,10,sqrt,0.8517241379310345,0.547945205479452
50,2,10,log2,0.8379310344827586,0.684931506849315
50,2,20,auto,0.7724137931034483,0.6438356164383562
50,2,20,sqrt,0.7724137931034483,0.6438356164383562
50,2,20,log2,0.7827586206896552,0.5616438356164384
50,5,1,auto,0.9827586206896551,0.6712328767123288
50,5,1,sqrt,0.9827586206896551,0.6712328767123288
50,5,1,log2,0.9655172413793104,0.6164383561643836
50,5,2,auto,0.9689655172413794,0.6712328767123288
50,5,2,sqrt,0.9689655172413794,0.6712328767123288
50,5,2,log2,0.9586206896551724,0.6027397260273972
50,5,5,auto,0.903448275862069,0.6027397260273972
50,5,5,sqrt,0.903448275862069,0.6027397260273972
50,5,5,log2,0.8931034482758621,0.6301369863013698
50,5,10,auto,0.8517241379310345,0.547945205479452
50,5,10,sqrt,0.8517241379310345,0.547945205479452
50,5,10,log2,0.8379310344827586,0.684931506849315
50,5,20,auto,0.7724137931034483,0.6438356164383562
50,5,20,sqrt,0.7724137931034483,0.6438356164383562
50,5,20,log2,0.7827586206896552,0.5616438356164384
50,10,1,auto,0.9620689655172414,0.6986301369863014
50,10,1,sqrt,0.9620689655172414,0.6986301369863014
50,10,1,log2,0.9620689655172414,0.589041095890411
50,10,2,auto,0.9482758620689655,0.684931506849315
50,10,2,sqrt,0.9482758620689655,0.684931506849315
50,10,2,log2,0.9241379310344827,0.589041095890411
50,10,5,auto,0.903448275862069,0.6027397260273972
50,10,5,sqrt,0.903448275862069,0.6027397260273972
50,10,5,log2,0.8931034482758621,0.6301369863013698
50,10,10,auto,0.8517241379310345,0.547945205479452
50,10,10,sqrt,0.8517241379310345,0.547945205479452
50,10,10,log2,0.8379310344827586,0.684931506849315
50,10,20,auto,0.7724137931034483,0.6438356164383562
50,10,20,sqrt,0.7724137931034483,0.6438356164383562
50,10,20,log2,0.7827586206896552,0.5616438356164384
50,20,1,auto,0.9137931034482759,0.5753424657534246
50,20,1,sqrt,0.9137931034482759,0.5753424657534246
50,20,1,log2,0.8793103448275862,0.6301369863013698
50,20,2,auto,0.903448275862069,0.5753424657534246
50,20,2,sqrt,0.903448275862069,0.5753424657534246
50,20,2,log2,0.8620689655172413,0.589041095890411
50,20,5,auto,0.8517241379310345,0.547945205479452
50,20,5,sqrt,0.8517241379310345,0.547945205479452
50,20,5,log2,0.8310344827586207,0.5753424657534246
50,20,10,auto,0.8517241379310345,0.547945205479452
50,20,10,sqrt,0.8517241379310345,0.547945205479452
50,20,10,log2,0.8379310344827586,0.684931506849315
50,20,20,auto,0.7724137931034483,0.6438356164383562
50,20,20,sqrt,0.7724137931034483,0.6438356164383562
50,20,20,log2,0.7827586206896552,0.5616438356164384
50,50,1,auto,0.8275862068965517,0.5753424657534246
50,50,1,sqrt,0.8275862068965517,0.5753424657534246
50,50,1,log2,0.803448275862069,0.6027397260273972
50,50,2,auto,0.8275862068965517,0.5753424657534246
50,50,2,sqrt,0.8275862068965517,0.5753424657534246
50,50,2,log2,0.7965517241379311,0.6027397260273972
50,50,5,auto,0.8275862068965517,0.6027397260273972
50,50,5,sqrt,0.8275862068965517,0.6027397260273972
50,50,5,log2,0.7448275862068966,0.547945205479452
50,50,10,auto,0.8172413793103448,0.589041095890411
50,50,10,sqrt,0.8172413793103448,0.589041095890411
50,50,10,log2,0.7482758620689656,0.589041095890411
50,50,20,auto,0.7896551724137931,0.684931506849315
50,50,20,sqrt,0.7896551724137931,0.684931506849315
50,50,20,log2,0.7517241379310344,0.6164383561643836
100,2,1,auto,1.0,0.5753424657534246
100,2,1,sqrt,1.0,0.5753424657534246
100,2,1,log2,1.0,0.6301369863013698
100,2,2,auto,0.9689655172413794,0.6164383561643836
100,2,2,sqrt,0.9689655172413794,0.6164383561643836
100,2,2,log2,0.9551724137931035,0.6164383561643836
100,2,5,auto,0.903448275862069,0.6027397260273972
100,2,5,sqrt,0.903448275862069,0.6027397260273972
100,2,5,log2,0.8931034482758621,0.6301369863013698
100,2,10,auto,0.8517241379310345,0.547945205479452
100,2,10,sqrt,0.8517241379310345,0.547945205479452
100,2,10,log2,0.8379310344827586,0.684931506849315
100,2,20,auto,0.7724137931034483,0.6438356164383562
100,2,20,sqrt,0.7724137931034483,0.6438356164383562
100,2,20,log2,0.7827586206896552,0.5616438356164384
100,5,1,auto,0.9827586206896551,0.6712328767123288
100,5,1,sqrt,0.9827586206896551,0.6712328767123288
100,5,1,log2,0.9655172413793104,0.6164383561643836
100,5,2,auto,0.9689655172413794,0.6712328767123288
100,5,2,sqrt,0.9689655172413794,0.6712328767123288
100,5,2,log2,0.9586206896551724,0.6027397260273972
100,5,5,auto,0.903448275862069,0.6027397260273972
100,5,5,sqrt,0.903448275862069,0.6027397260273972
100,5,5,log2,0.8931034482758621,0.6301369863013698
100,5,10,auto,0.8517241379310345,0.547945205479452
100,5,10,sqrt,0.8517241379310345,0.547945205479452
100,5,10,log2,0.8379310344827586,0.684931506849315
100,5,20,auto,0.7724137931034483,0.6438356164383562
100,5,20,sqrt,0.7724137931034483,0.6438356164383562
100,5,20,log2,0.7827586206896552,0.5616438356164384
100,10,1,auto,0.9620689655172414,0.6986301369863014
100,10,1,sqrt,0.9620689655172414,0.6986301369863014
100,10,1,log2,0.9620689655172414,0.589041095890411
100,10,2,auto,0.9482758620689655,0.684931506849315
100,10,2,sqrt,0.9482758620689655,0.684931506849315
100,10,2,log2,0.9241379310344827,0.589041095890411
100,10,5,auto,0.903448275862069,0.6027397260273972
100,10,5,sqrt,0.903448275862069,0.6027397260273972
100,10,5,log2,0.8931034482758621,0.6301369863013698
100,10,10,auto,0.8517241379310345,0.547945205479452
100,10,10,sqrt,0.8517241379310345,0.547945205479452
100,10,10,log2,0.8379310344827586,0.684931506849315
100,10,20,auto,0.7724137931034483,0.6438356164383562
100,10,20,sqrt,0.7724137931034483,0.6438356164383562
100,10,20,log2,0.7827586206896552,0.5616438356164384
100,20,1,auto,0.9137931034482759,0.5753424657534246
100,20,1,sqrt,0.9137931034482759,0.5753424657534246
100,20,1,log2,0.8793103448275862,0.6301369863013698
100,20,2,auto,0.903448275862069,0.5753424657534246
100,20,2,sqrt,0.903448275862069,0.5753424657534246
100,20,2,log2,0.8620689655172413,0.589041095890411
100,20,5,auto,0.8517241379310345,0.547945205479452
100,20,5,sqrt,0.8517241379310345,0.547945205479452
100,20,5,log2,0.8310344827586207,0.5753424657534246
100,20,10,auto,0.8517241379310345,0.547945205479452
100,20,10,sqrt,0.8517241379310345,0.547945205479452
100,20,10,log2,0.8379310344827586,0.684931506849315
100,20,20,auto,0.7724137931034483,0.6438356164383562
100,20,20,sqrt,0.7724137931034483,0.6438356164383562
100,20,20,log2,0.7827586206896552,0.5616438356164384
100,50,1,auto,0.8275862068965517,0.5753424657534246
100,50,1,sqrt,0.8275862068965517,0.5753424657534246
100,50,1,log2,0.803448275862069,0.6027397260273972
100,50,2,auto,0.8275862068965517,0.5753424657534246
100,50,2,sqrt,0.8275862068965517,0.5753424657534246
100,50,2,log2,0.7965517241379311,0.6027397260273972
100,50,5,auto,0.8275862068965517,0.6027397260273972
100,50,5,sqrt,0.8275862068965517,0.6027397260273972
100,50,5,log2,0.7448275862068966,0.547945205479452
100,50,10,auto,0.8172413793103448,0.589041095890411
100,50,10,sqrt,0.8172413793103448,0.589041095890411
100,50,10,log2,0.7482758620689656,0.589041095890411
100,50,20,auto,0.7896551724137931,0.684931506849315
100,50,20,sqrt,0.7896551724137931,0.684931506849315
100,50,20,log2,0.7517241379310344,0.6164383561643836
